,Time,0_X,0_Y,1_X,1_Y,2_X,2_Y,3_X,3_Y,4_X,4_Y,5_X,5_Y,6_X,6_Y,7_X,7_Y,8_X,8_Y,1_person_X,1_person_Y,10_person_X,10_person_Y,2_person_X,2_person_Y,3_person_X,3_person_Y,4_person_X,4_person_Y,5_person_X,5_person_Y,6_person_X,6_person_Y,7_person_X,7_person_Y,8_person_X,8_person_Y
32,0.32,nan,nan,nan,nan,nan,nan,-981.72563,-3693.59215,-1426.8550804548224,-3128.799853007552,nan,nan,-6542.45774,2521.55756,nan,nan,-465.396263273427,-3709.0366448456834,nan,nan,nan,nan,nan,nan,-998.95372,-3722.9332,-1420.21826,-2977.20406,nan,nan,-6542.45774,2521.55756,nan,nan,-459.47249,-3507.09106
33,0.33,nan,nan,nan,nan,nan,nan,-981.72563,-3693.59215,-1426.8550804548224,-3128.799853007552,nan,nan,-6542.45774,2521.55756,nan,nan,-464.49379553652034,-3713.9545256884694,nan,nan,nan,nan,nan,nan,-998.66603,-3722.54013,-1421.31101,-2977.02452,nan,nan,-6530.24506,2519.05533,nan,nan,-458.07626,-3506.16241
34,0.34,nan,nan,nan,nan,nan,nan,-981.72563,-3693.59215,-1430.4899708633984,-3132.2331563319967,nan,nan,-6547.353111960725,2522.5750733248005,nan,nan,-463.6360208995225,-3718.8803984712486,nan,nan,nan,nan,nan,nan,-998.20823,-3722.11138,-1422.47853,-2976.93052,nan,nan,-6522.79427,2515.45088,nan,nan,-456.67071,-3505.25629
35,0.35000000000000003,nan,nan,nan,nan,nan,nan,-981.72563,-3693.59215,-1430.7913352362402,-3137.224066020098,nan,nan,-6552.110468391046,2524.1137610107476,nan,nan,-462.8167633558466,-3723.8128235418535,nan,nan,nan,nan,nan,nan,-997.35702,-3722.89837,-1423.54061,-2976.90461,nan,nan,-6514.901153617022,2513.5502965957444,nan,nan,-455.41365,-3504.37143
36,0.36,nan,nan,nan,nan,nan,nan,-981.72563,-3693.59215,-1432.389020796044,-3141.9619348291717,nan,nan,-6556.918541454625,2525.4857790191168,nan,nan,-462.00637019925966,-3728.7467127716354,nan,nan,nan,nan,nan,nan,-998.79353,-3720.08206,-1424.57104,-2976.98308,nan,nan,-6507.008037234043,2511.6497131914894,nan,nan,-454.0771,-3503.55507
37,0.37,nan,nan,nan,nan,nan,nan,-981.72563,-3693.59215,-1434.060931391514,-3146.6741227457082,nan,nan,-6561.7362082577365,2526.8237201890474,nan,nan,-461.34182871435524,-3733.7023544672024,nan,nan,nan,nan,nan,nan,-998.66903,-3719.21001,-1425.4103,-2977.08957,nan,nan,-6499.114920851064,2509.749129787234,nan,nan,-452.73552,-3502.84747
38,0.38,nan,nan,nan,nan,nan,nan,-981.72563,-3693.59215,-1435.7136715939387,-3151.3930685838473,nan,nan,-6566.558288951134,2528.1456648877243,nan,nan,-460.6905420813825,-3738.659755572793,nan,nan,nan,nan,nan,nan,-998.50266,-3718.31682,-1426.31725,-2977.34887,nan,nan,-6491.221804468086,2507.8485463829784,nan,nan,-451.57131,-3501.99134
39,0.39,nan,nan,nan,nan,nan,nan,-981.72563,-3693.59215,-1437.3675009032552,-3156.1116328374783,nan,nan,-6571.38340827744,2529.456475128342,nan,nan,-460.08627845246355,-3743.6231078136448,nan,nan,nan,nan,nan,nan,-998.69046,-3717.08063,-1427.10809,-2977.67515,nan,nan,-6483.3286880851065,2505.9479629787234,nan,nan,-450.46588,-3501.24512
40,0.4,nan,nan,nan,nan,nan,nan,-981.72563,-3693.59215,-1439.0332297346479,-3160.826009515287,nan,nan,-6576.210829912305,2530.7587809139563,nan,nan,-459.5465461744859,-3748.5938913603413,nan,nan,nan,nan,nan,nan,-998.50033,-3716.00604,-1427.72048,-2978.07874,nan,nan,-6475.435571702128,2504.047379574468,nan,nan,-449.23744,-3500.58695
41,0.41000000000000003,nan,nan,nan,nan,nan,nan,-981.72563,-3693.59215,-1440.6968709167347,-3165.5411233015348,nan,nan,-6581.040061599321,2532.054358512217,nan,nan,-459.051345475354,-3753.569308555671,nan,nan,nan,nan,nan,nan,-998.5795,-3714.76262,-1428.11493,-2978.47947,nan,nan,-6467.542455319149,2502.146796170213,nan,nan,-448.11988,-3499.97356
42,0.42,nan,nan,nan,nan,nan,nan,-981.72563,-3693.59215,-1442.370006504241,-3170.252876404767,nan,nan,-6585.8707497741325,2533.344494845222,nan,nan,-458.61731331256055,-3758.550434540994,nan,nan,nan,nan,nan,nan,-998.58395,-3713.37848,-1428.63794,-2979.03864,nan,nan,-6459.64933893617,2500.2462127659574,nan,nan,-447.05328,-3499.38059
43,0.43,nan,nan,nan,nan,nan,nan,-981.72563,-3693.59215,-1444.048962138581,-3174.962558769632,nan,nan,-6590.7026291430175,2534.6301626734503,nan,nan,-458.2405739828139,-3763.5362210865073,nan,nan,nan,nan,nan,nan,-998.80544,-3711.85408,-1429.02547,-2979.69185,nan,nan,-6451.756222553192,2498.345629361702,nan,nan,-445.92016,-3498.94592
44,0.44,nan,nan,nan,nan,nan,nan,-981.72563,-3693.59215,-1445.7401793923516,-3179.6678519805328,nan,nan,-6595.535493691739,2535.9121222101394,nan,nan,-457.93043664743,-3768.5265933004007,nan,nan,nan,nan,nan,nan,-998.84426,-3710.26197,-1429.34251,-2980.36469,nan,nan,-6443.863106170213,2496.445045957447,nan,nan,-445.00061,-3498.54713
45,0.45,nan,nan,nan,nan,nan,nan,-981.72563,-3693.59215,-1447.4375057704792,-3184.3709449166877,nan,nan,-6600.3691787461285,2537.190984515071,nan,nan,-457.679121539416,-3773.520273377907,nan,nan,nan,nan,nan,nan,-999.21792,-3708.34746,-1429.54634,-2981.07198,nan,nan,-6435.969989787234,2494.5444625531914,nan,nan,-444.21129,-3498.22247
46,0.46,nan,nan,nan,nan,nan,nan,-981.72563,-3693.59215,-1449.1533558321842,-3189.067311444733,nan,nan,-6605.203549299732,2538.467253041069,nan,nan,-457.5050644603205,-3778.5172428728324,nan,nan,nan,nan,nan,nan,-999.22988,-3706.54142,-1429.64568,-2981.8345,nan,nan,-6428.076873404256,2492.643879148936,nan,nan,-443.46772,-3498.01635
47,0.47000000000000003,nan,nan,nan,nan,nan,nan,-981.72563,-3693.59215,-1450.8738611147328,-3193.7619745394313,nan,nan,-6610.038492100713,2539.741351981986,nan,nan,-457.3889399734738,-3783.5158942012963,nan,nan,nan,nan,nan,nan,-999.34523,-3704.49287,-1429.75765,-2982.62506,nan,nan,-6420.1837570212765,2490.743295744681,nan,nan,-442.7664,-3497.81304
48,0.48,nan,nan,nan,nan,nan,nan,-981.72563,-3693.59215,-1452.6081067356947,-3198.451579227054,nan,nan,-6614.87391009228,2541.0136463059616,nan,nan,-457.3450674223576,-3788.515701717517,nan,nan,nan,nan,nan,nan,-999.8423,-3702.11111,-1429.82308,-2983.4441,nan,nan,-6412.290640638298,2488.8427123404254,nan,nan,-442.30439,-3497.72635
49,0.49,nan,nan,nan,nan,nan,nan,-980.0256553106512,-3698.2942863289013,-1454.3669912129324,-3203.131998588151,nan,nan,-6619.709718377242,2542.2844563748126,nan,nan,-457.3891072734694,-3793.5155077629065,nan,nan,nan,nan,nan,nan,-999.78085,-3699.90836,-1430.04178,-2984.26588,nan,nan,-6404.39752425532,2486.94212893617,nan,nan,-441.89427,-3497.73207
50,0.5,nan,nan,nan,nan,nan,nan,-978.3527121550586,-3703.006107759957,-1456.129986483925,-3207.8108710671204,nan,nan,-6624.545841195476,2543.5540689483787,nan,nan,-457.49264018410673,-3798.514435741625,nan,nan,nan,nan,nan,nan,-999.63045,-3697.51922,-1430.02715,-2985.09117,nan,nan,-6396.50440787234,2485.041545531915,nan,nan,-441.5329,-3497.70457
51,0.51,nan,nan,nan,nan,nan,nan,-976.6783578690091,-3707.7174279278915,-1457.903661946068,-3212.4857053267483,nan,nan,-6629.38220958663,2544.822745733476,nan,nan,-457.66721630513706,-3803.5113871300186,nan,nan,nan,nan,nan,nan,-999.66864,-3694.92724,-1430.05517,-2985.91319,nan,nan,-6388.611291489362,2483.1409621276593,nan,nan,-441.30112,-3497.8314
52,0.52,nan,nan,nan,nan,nan,nan,-974.9882039977747,-3712.423103213284,-1459.6956944324243,-3217.1535334692408,nan,nan,-6634.21875951982,2546.0907302537894,nan,nan,-457.8791150358922,-3808.5068950048903,nan,nan,nan,nan,nan,nan,-999.67739,-3692.2449,-1430.24807,-2986.7376,nan,nan,-6380.718175106384,2481.2403787234043,nan,nan,-440.97443,-3498.08276
53,0.53,nan,nan,nan,nan,nan,nan,-973.2724678781326,-3717.119511369285,-1461.5039393975114,-3221.815105108317,nan,nan,-6639.055430339044,2547.358253581573,nan,nan,-458.09734446269687,-3813.502130326402,nan,nan,nan,nan,nan,nan,-999.87306,-3689.26985,-1430.46359,-2987.56608,nan,nan,-6372.825058723404,2479.339795319149,nan,nan,-440.7223,-3498.4515
54,0.54,nan,nan,nan,nan,nan,nan,-971.5282734061552,-3721.805424902837,-1463.3372641868434,-3226.466870387952,nan,nan,-6643.892163414379,2548.625539325973,nan,nan,-458.31749250912355,-3818.497281459016,nan,nan,nan,nan,nan,nan,-1000.10773,-3686.25245,-1430.44066,-2988.374,nan,nan,-6364.931942340426,2477.4392119148933,nan,nan,-440.46962,-3498.86512
55,0.55,nan,nan,nan,nan,nan,nan,-969.752291556639,-3726.479383446747,-1465.194963155953,-3231.1089555379863,nan,nan,-6648.728900914274,2549.892808183442,nan,nan,-458.5406010751233,-3823.492301235531,nan,nan,nan,nan,nan,nan,-1000.35178,-3683.03293,-1430.64251,-2989.21841,nan,nan,-6357.0388259574465,2475.5386285106383,nan,nan,-440.2851,-3499.35217
56,0.56,nan,nan,nan,nan,nan,nan,-967.9451166196634,-3731.1413700133476,-1467.0802016633988,-3235.739924742164,nan,nan,-6653.5655846285235,2551.1602823048015,nan,nan,-458.7645875584579,-3828.4872817215073,nan,nan,nan,nan,nan,nan,-1000.37737,-3679.91359,-1430.86095,-2990.05746,nan,nan,-6349.145709574468,2473.638045106383,nan,nan,-440.21034,-3499.93672
57,0.5700000000000001,nan,nan,nan,nan,nan,nan,-966.1078673344889,-3735.7915866818616,-1468.9857726279176,-3240.3625646047517,nan,nan,-6658.402154777811,2552.428189711128,nan,nan,-458.98716899246295,-3833.482325015137,nan,nan,nan,nan,nan,nan,-1000.80796,-3676.5214,-1431.21858,-2990.95958,nan,nan,-6341.25259319149,2471.7374617021273,nan,nan,-439.99503,-3500.57696
58,0.58,nan,nan,nan,nan,nan,nan,-964.2387670088862,-3740.429092905343,-1470.9318399262932,-3244.9683025554164,nan,nan,-6663.238548745134,2553.696768992389,nan,nan,-459.21426837869194,-3838.4771649393765,nan,nan,nan,nan,nan,nan,-1001.32367,-3673.07553,-1431.60406,-2991.84977,nan,nan,-6333.35947680851,2469.8368782978723,nan,nan,-439.83292,-3501.18777
59,0.59,nan,nan,nan,nan,nan,nan,-962.3375423313114,-3745.0535220296115,-1472.918342250066,-3249.556745484956,nan,nan,-6668.074699657074,2554.966274548477,nan,nan,-459.44204772752937,-3843.4719739015136,nan,nan,nan,nan,nan,nan,-1001.57905,-3669.5673,-1432.02597,-2992.79473,nan,nan,-6325.466360425532,2467.936294893617,nan,nan,-439.66481,-3501.97126
60,0.6,nan,nan,nan,nan,nan,nan,-960.4079645949885,-3749.666192596592,-1474.93927247499,-3254.130129464679,nan,nan,-6672.910534727627,2556.236982685858,nan,nan,-459.6717867458835,-3848.4666931111833,nan,nan,nan,nan,nan,nan,-1001.73,-3666.04683,-1432.57385,-2993.80531,nan,nan,-6317.573244042554,2466.0357114893613,nan,nan,-439.55409,-3502.77819
61,0.61,nan,nan,nan,nan,nan,nan,-958.4492802881448,-3754.266579078848,-1476.9969663163322,-3258.6870907389607,nan,nan,-6677.745973251474,2557.5091989733232,nan,nan,-459.90153727313844,-3853.461411791472,nan,nan,nan,nan,nan,nan,-1001.85149,-3662.66526,-1432.94947,-2994.78311,nan,nan,-6309.680127659574,2464.1351280851063,nan,nan,-439.48391,-3503.62252
62,0.62,nan,nan,nan,nan,nan,nan,-956.4621369799931,-3758.8547444499814,-1479.0927223511094,-3263.226672949109,nan,nan,-6682.580924092555,2558.78326740333,nan,nan,-460.1309443442917,-3858.456146258459,nan,nan,nan,nan,nan,nan,-1002.00863,-3659.33966,-1433.41969,-2995.7838,nan,nan,-6301.787011276596,2462.234544680851,nan,nan,-439.31282,-3504.5633
63,0.63,nan,nan,nan,nan,nan,nan,-954.5090832057666,-3763.4575241487046,-1481.2317755459387,-3267.7460148735145,nan,nan,-6687.41528244932,2560.059582128766,nan,nan,-460.36363145789295,-3863.4507289945004,nan,nan,nan,nan,nan,nan,-1002.25454,-3655.93308,-1434.09553,-2996.8526,nan,nan,-6293.8938948936175,2460.333961276596,nan,nan,-439.27019,-3505.55958
64,0.64,nan,nan,nan,nan,nan,nan,-952.6022781147296,-3768.0796550798655,-1483.4238599338175,-3272.2398735758347,nan,nan,-6692.248925576076,2561.3386028960595,nan,nan,-460.5945041420438,-3868.4453959307148,nan,nan,nan,nan,nan,nan,-1002.50381,-3652.52814,-1434.67585,-2997.96299,nan,nan,-6286.000778510638,2458.4333778723403,nan,nan,-439.19472,-3506.47382
65,0.65,nan,nan,nan,nan,nan,nan,-950.7399630656134,-3772.7198902741025,-1485.6744201998408,-3276.7047339867545,nan,nan,-6697.081706975317,2562.620875857309,nan,nan,-460.82596381889374,-3873.440035699306,nan,nan,nan,nan,nan,nan,-1002.6262,-3649.00964,-1435.30832,-2999.15875,nan,nan,-6278.10766212766,2456.532794468085,nan,nan,-439.02965,-3507.5386
66,0.66,nan,nan,nan,nan,nan,nan,-948.9295614918162,-3777.3806247807647,-1487.9894898715409,-3281.13648899072,nan,nan,-6701.91344830381,2563.907062365764,nan,nan,-461.06046449235566,-3878.434533615428,nan,nan,nan,nan,nan,nan,-1002.70553,-3645.63919,-1436.09548,-3000.38503,nan,nan,-6270.21454574468,2454.63221106383,nan,nan,-438.90167,-3508.67936
67,0.67,nan,nan,nan,nan,nan,nan,-947.1616316020493,-3782.0576349266667,-1490.3766673756406,-3285.529822982567,nan,nan,-6706.743927769817,2565.1979799187015,nan,nan,-461.2957219852787,-3883.4289959400453,nan,nan,nan,nan,nan,nan,-1002.75025,-3642.1188,-1436.84744,-3001.68231,nan,nan,-6262.321429361702,2452.7316276595743,nan,nan,-438.7207,-3509.75229
68,0.68,nan,nan,nan,nan,nan,nan,-945.4388516384798,-3786.7514637685745,-1492.860561516408,-3289.869208872006,nan,nan,-6711.572862972287,2566.494662150531,nan,nan,-461.5333871778882,-3888.4233442715317,nan,nan,nan,nan,nan,nan,-1002.76793,-3638.75971,-1437.64827,-3003.08715,nan,nan,-6254.428312978724,2450.831044255319,nan,nan,-438.17398,-3510.9825
69,0.6900000000000001,nan,nan,nan,nan,nan,nan,-943.7540727891703,-3791.4590661550255,-1495.4770015161744,-3294.1299883461893,nan,nan,-6716.399884596516,2567.7984498016563,nan,nan,-461.7830661052289,-3893.4171064237817,nan,nan,nan,nan,nan,nan,-1002.82018,-3635.26171,-1438.57445,-3004.59067,nan,nan,-6246.535196595744,2448.930460851064,nan,nan,-438.30227,-3512.06069
70,0.7000000000000001,nan,nan,nan,nan,nan,nan,-942.1067334941127,-3796.1799001117497,-1498.3010388981515,-3298.2561018765223,nan,nan,-6721.224494367853,2569.1111342855743,nan,nan,-462.0211904623909,-3898.4114328839287,nan,nan,nan,nan,nan,nan,-1002.80549,-3631.6896,-1439.59087,-3006.16093,nan,nan,-6238.642080212766,2447.0298774468083,nan,nan,-437.80691,-3513.15316
71,0.71,nan,nan,nan,nan,nan,nan,-940.4988686780705,-3800.9143241245874,-1501.0974330963704,-3302.4009998834904,nan,nan,-6726.0459943631,2570.4351953853115,nan,nan,-462.2732669743548,-3903.405074584343,nan,nan,nan,nan,nan,nan,-1002.72045,-3627.91556,-1440.79521,-3007.84947,nan,nan,-6230.7489638297875,2445.129294042553,nan,nan,-437.9155,-3514.30325
72,0.72,nan,nan,nan,nan,nan,nan,-938.932925949784,-3805.6627789650306,-1503.8611806490248,-3306.567737152049,nan,nan,-6730.863360516733,2571.7742186643586,nan,nan,-462.51546099075233,-3908.3992053453885,nan,nan,nan,nan,nan,nan,-1002.39245,-3623.99177,-1441.73197,-3009.53795,nan,nan,-6222.855847446808,2443.228710638298,nan,nan,-437.44504,-3515.53019
