,Time,0_X,0_Y,1_X,1_Y,2_X,2_Y,3_X,3_Y,4_X,4_Y,1_person_X,1_person_Y,10_person_X,10_person_Y,3_person_X,3_person_Y,6_person_X,6_person_Y,8_person_X,8_person_Y
11,0.11,nan,nan,6290.699786371989,-1800.0322595162993,6055.44104265843,-2087.8632360047677,-2497.478650873016,-3042.165850215698,998.0245722237584,-3583.035387380924,nan,nan,6244.5223,-1774.31011,5956.9351,-2045.51853,-2521.8333284542587,-3100.2633170347003,911.1309,-3520.76813
12,0.12,nan,nan,6295.071751451568,-1802.4583512999993,6058.344769660105,-2091.9336622109213,-2497.358806019264,-3037.167286700944,1000.8079271942127,-3587.1890526428883,nan,nan,6244.12115,-1773.66196,5950.91408,-2045.51129,-2522.1840705678233,-3099.534781293375,904.57398,-3517.68633
13,0.13,nan,nan,6299.427845627648,-1804.9128254858733,6061.277432346364,-2095.983290535672,-2497.227184088969,-3032.1690194344337,1003.5888981071574,-3591.344314461517,nan,nan,6243.59424,-1772.98963,5945.15851,-2045.56028,-2522.534812681388,-3098.8062455520503,898.09744,-3514.70749
14,0.14,nan,nan,6303.773959347293,-1807.3849289497093,6064.241237489408,-2100.0101825225597,-2497.0930872201625,-3027.1708179549237,1006.3919216219132,-3595.4847322152864,nan,nan,6243.08725,-1772.30259,5939.39935,-2045.6412,-2522.8855547949524,-3098.0777098107255,891.35929,-3511.61659
15,0.15,nan,nan,6308.108396924239,-1809.8774479349058,6067.234778710988,-2104.015018468601,-2496.9534974409326,-3022.1727668653953,1009.2056252716975,-3599.6178994961,nan,nan,6242.58972,-1771.56061,5933.96575,-2045.85043,-2523.236296908517,-3097.3491740694003,884.47514,-3508.23442
16,0.16,nan,nan,6312.429353404543,-1812.3932649185758,6070.260053431489,-2107.9959370642896,-2496.813400582988,-3017.1747299637314,1012.036835906496,-3603.7390942672077,nan,nan,6242.08098,-1770.78089,5928.77934,-2046.06153,-2523.587039022082,-3096.6206383280755,877.25966,-3504.85048
17,0.17,nan,nan,6316.737598451036,-1814.930788242481,6073.316107005375,-2111.9532766445554,-2496.671217607134,-3012.1767519724453,1014.8849458137627,-3607.8486282987164,nan,nan,6241.49536,-1769.89531,5923.6656,-2046.34697,-2523.9377811356467,-3095.8921025867508,869.78405,-3500.70076
18,0.18,nan,nan,6321.0319059166695,-1817.491827756157,6076.405211059448,-2115.8848712501963,-2496.5359759922726,-3007.178581336542,1017.7653350623879,-3611.935602457725,nan,nan,6240.92784,-1769.02231,5916.36357,-2046.0648,-2524.2885232492113,-3095.163566845426,862.38642,-3496.77075
19,0.19,nan,nan,6325.314488010631,-1820.0724266417806,6079.510983810251,-2119.803311707875,-2496.3925469260716,-3002.180638949622,1020.6547757651628,-3616.0161823705744,nan,nan,6240.39483,-1768.18645,5911.53224,-2046.47683,-2524.639265362776,-3094.4350311041007,854.85266,-3493.03501
20,0.2,nan,nan,6329.586780339644,-1822.670025197265,6082.653410651752,-2123.692418744948,-2496.2378690946634,-2997.1830320454656,1023.5491959117433,-3620.0932317957186,nan,nan,6239.75565,-1767.34108,5906.68107,-2046.94457,-2524.9900074763405,-3093.706495362776,847.31422,-3488.97793
21,0.21,nan,nan,6333.8513880239125,-1825.2802208411347,6085.826218629529,-2127.5567802104624,-2496.0795227875415,-2992.185540029762,1026.4660445101877,-3624.1542654392324,nan,nan,6239.09438,-1766.57496,5901.86246,-2047.48851,-2525.340749589905,-3092.977959621451,839.69707,-3485.14682
22,0.22,nan,nan,6338.111355842243,-1827.8979821340688,6089.027071117924,-2131.397944532323,-2495.905908555693,-2987.1885551289943,1029.3874789654785,-3628.212001350235,nan,nan,6238.47736,-1765.77298,5897.04309,-2048.05808,-2525.69149170347,-3092.249423880126,831.07742,-3480.32768
23,0.23,nan,nan,6342.363009854907,-1830.5292248360245,6092.255780885149,-2135.215723106183,-2495.7293910800613,-2982.191671942367,1032.3273091298033,-3632.256429443912,nan,nan,6237.79249,-1764.99797,5892.10858,-2048.66535,-2526.0422338170347,-3091.520888138801,823.04441,-3476.06072
24,0.24,nan,nan,6346.610193059704,-1833.167677948151,6095.510798105345,-2139.0110969871366,-2495.5443645081896,-2977.195096598424,1035.2835211456224,-3636.2888989747985,nan,nan,6237.05362,-1764.192,5887.12305,-2049.2609,-2526.3929759305993,-3090.7923523974764,815.1167,-3471.75528
25,0.25,nan,nan,6350.8522140189225,-1835.814422775586,6098.791742344411,-2142.78408054132,-2495.357346275489,-2972.1985954045244,1038.2644289424034,-3640.303147186742,nan,nan,6236.35521,-1763.35816,5882.24227,-2049.80732,-2526.743718044164,-3090.063816656151,806.31546,-3466.88
26,0.26,nan,nan,6355.087514716275,-1838.4719080536265,6102.097536325563,-2146.5353104935066,-2495.1665157374173,-2967.202238361064,1041.266127398404,-3644.3018727811336,nan,nan,6235.69139,-1762.49381,5877.32696,-2050.36511,-2527.0944601577285,-3089.3352809148264,797.84364,-3462.31019
27,0.27,nan,nan,6359.315539866653,-1841.1409534499755,6105.427114604238,-2150.2654456768705,-2494.972240252751,-2962.206014083066,1044.288867562432,-3648.2847162253042,nan,nan,6234.83409,-1761.55858,5872.49153,-2050.91092,-2527.445202271293,-3088.6067451735016,789.12608,-3457.5237
28,0.28,nan,nan,6363.538982471672,-1843.8172442716373,6108.782592933808,-2153.972299488365,-2494.782796169913,-2957.209604278068,1047.3565789622826,-3652.233025580867,nan,nan,6234.17326,-1760.69509,5867.73321,-2051.48751,-2527.795944384858,-3087.8782094321764,780.07282,-3452.48974
29,0.29,nan,nan,6367.755771469465,-1846.504006365328,6112.158956695955,-2157.660140014426,-2494.5754161519776,-2952.213906776401,1050.4263288030318,-3656.179750288168,nan,nan,6233.40965,-1759.78122,5863.01828,-2052.03322,-2528.1466864984227,-3087.1496736908516,771.05596,-3447.41636
30,0.3,nan,nan,6371.96733485784,-1849.1989523435805,6115.557985455177,-2161.3271010851195,-2494.3689494831306,-2947.2181714436742,1053.5363759452969,-3660.094799045577,nan,nan,6232.72799,-1758.83922,5858.32747,-2052.65339,-2528.4974286119873,-3086.421137949527,761.76779,-3442.31533
31,0.31,nan,nan,6376.171512072551,-1851.9054064716424,6118.978459601846,-2164.9740664828123,-2494.157855620636,-2942.222629492973,1056.6751817351894,-3663.986829134533,nan,nan,6232.00768,-1757.97375,5853.75538,-2053.25693,-2528.848170725552,-3085.6926022082016,753.25655,-3437.79348
32,0.32,nan,nan,6380.372231592106,-1854.6172242232685,6122.418183642636,-2168.602881512986,-2493.9318391202614,-2937.2277404510064,1059.8361817945831,-3667.860855286292,nan,nan,6231.40447,-1757.12616,5849.33145,-2053.95886,-2529.1989128391165,-3084.964066466877,743.61069,-3432.62507
33,0.33,nan,nan,6384.566955804036,-1857.3383065053479,6125.877129969797,-2172.2133787510156,-2493.695143982588,-2932.2333460521027,1063.0106570648752,-3671.723847230149,nan,nan,6230.77773,-1756.26859,5845.04472,-2054.81578,-2529.549654952681,-3084.235530725552,734.10225,-3427.7526
34,0.34,nan,nan,6388.7566857397105,-1860.067072355713,6129.356791245545,-2175.8039159540067,-2493.45315459185,-2927.2392053717886,1066.180508610451,-3675.5906341623463,nan,nan,6230.23845,-1755.50303,5840.94916,-2055.68875,-2529.900397066246,-3083.506994984227,724.01804,-3422.89707
35,0.35000000000000003,nan,nan,6392.942356734154,-1862.8020601667047,6132.853744026729,-2179.3776144927992,-2493.1922231221797,-2922.246018536897,1069.3725693534418,-3679.4391076536226,nan,nan,6229.63487,-1754.71362,5834.18836,-2056.51539,-2530.2511391798107,-3082.778459242902,714.33721,-3418.07259
36,0.36,nan,nan,6397.124176022769,-1865.542933647435,6136.339998052522,-2182.9617507719668,-2492.9280504475632,-2917.2530021341613,1072.7121010940846,-3683.160334299937,nan,nan,6229.11637,-1753.96466,5831.31935,-2057.34045,-2530.6018812933753,-3082.0499235015773,704.57068,-3413.47428
37,0.37,nan,nan,6401.301689788638,-1868.2903649452053,6139.866571849858,-2186.5062221362105,-2492.6507655972587,-2912.2606967436836,1075.9231680403784,-3686.9929638237,nan,nan,6228.57,-1753.25027,5827.82874,-2058.614,-2530.95262340694,-3081.3213877602525,694.94938,-3409.16907
38,0.38,nan,nan,6405.476369891728,-1871.042100040898,6143.410748663164,-2190.0330919546227,-2492.362728269603,-2907.269000188616,1079.1711484366188,-3690.794361375343,nan,nan,6228.08689,-1752.55429,5824.37813,-2059.92318,-2531.3033655205045,-3080.5928520189273,685.42384,-3405.2082
39,0.39,nan,nan,6409.647254564581,-1873.79958459131,6146.972509202705,-2193.542203218029,-2492.064269538969,-2902.2779158989943,1082.4931244063077,-3694.5312686068396,nan,nan,6227.50211,-1751.89338,5821.32873,-2061.34329,-2531.654107634069,-3079.8643162776025,676.25314,-3401.50485
40,0.4,nan,nan,6413.816850230747,-1876.5590178629598,6150.556767564811,-2197.0283317288086,-2491.7559640637896,-2897.287430177747,1085.8765682392125,-3698.2126145332068,nan,nan,6226.89748,-1751.26674,5818.34087,-2062.80005,-2532.004849747634,-3079.1357805362777,667.09436,-3398.06356
41,0.41000000000000003,nan,nan,6417.985176356578,-1879.3203684942112,6154.160354241308,-2200.4944770034576,-2491.436507591733,-2892.297645857512,1089.390937871253,-3701.769186771949,nan,nan,6226.31641,-1750.60737,5815.51152,-2064.21998,-2532.3555918611987,-3078.4072447949525,658.39345,-3394.84657
42,0.42,nan,nan,6422.150841290961,-1882.0857320606267,6157.784651454011,-2203.93896095813,-2491.112865875552,-2887.3081312478985,1093.0888315005266,-3705.134537081587,nan,nan,6225.60714,-1749.91052,5812.88923,-2065.61836,-2532.7063339747633,-3077.6787090536277,649.63722,-3391.9036
43,0.43,nan,nan,6426.315329583075,-1884.8528672696189,6161.432376784289,-2207.3586246718373,-2490.7879447318182,-2882.318699792276,1097.0336824704598,-3708.2066944383996,nan,nan,6224.95869,-1749.21835,5810.44062,-2066.93113,-2533.057076088328,-3076.950173312303,640.2847,-3388.67043
44,0.44,nan,nan,6430.477555685708,-1887.6234040173574,6165.101742868345,-2210.75505699726,-2490.453745242878,-2877.32988122456,1100.9383196431916,-3711.3298032340263,nan,nan,6224.29212,-1748.50155,5808.29311,-2068.27226,-2533.4078182018925,-3076.2216375709777,631.92553,-3386.17872
45,0.45,nan,nan,6434.6376805608725,-1890.3970948838803,6168.797199560257,-2214.1230831014063,-2490.114824952236,-2872.3413811457194,1104.762761174495,-3714.550617878436,nan,nan,6223.51106,-1747.79804,5806.18652,-2069.42455,-2533.758560315457,-3075.493101829653,623.43822,-3383.67336
46,0.46,nan,nan,6438.797538823704,-1893.171185587725,6172.514923124911,-2217.4665141978717,-2489.768272386261,-2867.353405472261,1108.261515345078,-3718.122552823788,nan,nan,6222.71476,-1747.02039,5804.36502,-2070.5025,-2534.109302429022,-3074.764566088328,615.64821,-3381.78559
47,0.47000000000000003,nan,nan,6442.955256767096,-1895.948483105672,6176.2609226225195,-2220.778233957138,-2489.422524809882,-2862.365373935329,1107.9547997927705,-3719.3898398672054,nan,nan,6221.82661,-1746.20937,5802.69788,-2071.46139,-2534.4600445425867,-3074.036030347003,607.76362,-3379.96149
48,0.48,nan,nan,6447.111930436786,-1898.7273433043345,6180.0351697477745,-2224.057724563544,-2489.0740628835842,-2857.3775312868565,1104.3129644999858,-3718.171079205868,nan,nan,6221.04362,-1745.39491,5801.13334,-2072.29943,-2534.8107866561513,-3073.307494605678,600.17802,-3378.48889
49,0.49,nan,nan,6451.266096559375,-1901.5099506833824,6183.835766034277,-2227.3066425168054,-2488.7159793302544,-2852.390370153623,1099.6180621232038,-3716.4512269818424,nan,nan,6220.20201,-1744.51588,5799.72854,-2073.0097,-2535.161528769716,-3072.5789588643534,592.67209,-3377.30049
50,0.5,nan,nan,6455.418030039038,-1904.2958882958308,6187.666719714644,-2230.5197086379553,-2488.3580251814583,-2847.4031997306915,1094.9231597464218,-3714.731374757817,nan,nan,6219.34297,-1743.63779,5798.36131,-2073.50893,-2535.5122708832805,-3071.850423123028,585.25192,-3376.37339
51,0.51,nan,nan,6459.568214465239,-1907.0844307876207,6191.524744926162,-2233.7002182617875,-2487.991794785576,-2842.416630238833,1090.2282573696398,-3713.0115225337913,nan,nan,6218.5364,-1742.70915,5797.25784,-2073.91142,-2535.863012996845,-3071.1218873817033,577.94574,-3375.71254
52,0.52,nan,nan,6463.7152350878,-1909.8776762039886,6195.415678791783,-2236.8403828519595,-2487.6219142102664,-2837.430330171648,1085.5333549928578,-3711.291670309766,nan,nan,6217.66243,-1741.7672,5796.17576,-2074.10083,-2536.21375511041,-3070.3933516403786,570.44107,-3375.27258
53,0.53,nan,nan,6467.860356235169,-1912.6737396284534,6199.336497139133,-2239.943153144308,-2487.246042478978,-2832.4444781439984,1080.8384526160758,-3709.5718180857402,nan,nan,6216.86053,-1740.77234,5795.20726,-2074.12801,-2536.5644972239747,-3069.6648158990533,563.54166,-3375.11744
54,0.54,nan,nan,6472.001832078087,-1915.4751995768602,6203.289528980933,-2243.004776775278,-2486.866165731935,-2827.458929662933,1076.1435502392937,-3707.8519658617147,nan,nan,6215.99592,-1739.72629,5794.4632,-2073.98291,-2536.9152393375393,-3068.9362801577286,559.60732,-3376.21398
55,0.55,nan,nan,6476.140394779205,-1918.2809612860794,6207.279437145935,-2246.0181856149234,-2486.484374218395,-2822.4735274484483,1072.244424972758,-3706.4298720224115,nan,nan,6215.17969,-1738.64084,5793.72545,-2073.6508,-2537.265981451104,-3068.207744416404,553.87981,-3376.80017
56,0.56,nan,nan,6480.27511653627,-1921.0923801434642,6211.30340019864,-2248.9859661577643,-2486.097144780165,-2817.4885446639073,1067.6008914585207,-3704.7057982242777,nan,nan,6214.29145,-1737.53435,5794.6403,-2073.40448,-2537.6167235646685,-3067.479208675079,547.35752,-3377.24649
57,0.5700000000000001,nan,nan,6484.407043451591,-1923.9079049553682,6215.399366518049,-2251.853553978611,-2485.7044206410374,-2812.5039917501,1062.905951977393,-3702.9860472921514,nan,nan,6213.44983,-1736.34917,5792.66389,-2072.69349,-2537.967465678233,-3066.750672933754,540.99292,-3377.97101
58,0.58,nan,nan,6488.534479642237,-1926.7300088677257,6219.48598980548,-2254.734441013297,-2485.3105271574336,-2807.5195311048974,1058.2110124962653,-3701.266296360025,nan,nan,6212.5959,-1735.20067,5792.4107,-2072.04076,-2538.318207791798,-3066.022137192429,534.81211,-3378.75264
59,0.59,nan,nan,6492.658927534679,-1929.5564783231646,6223.631113707222,-2257.5305003544427,-2484.903035287264,-2802.5361637317505,1053.5160730151376,-3699.5465454278988,nan,nan,6211.77538,-1734.03019,5792.14835,-2071.30806,-2538.6689499053628,-3065.293601451104,528.89796,-3379.7256
60,0.6,nan,nan,6496.779556115564,-1932.3885129448436,6227.8182912484845,-2260.2631811330825,-2484.4876611317522,-2797.5534471723895,1048.82113353401,-3697.8267944957724,nan,nan,6210.88867,-1732.81047,5792.17124,-2070.5169,-2539.0196920189273,-3064.565065709779,522.60574,-3380.86265
61,0.61,nan,nan,6500.896736942114,-1935.2255575411598,6232.056535981344,-2262.91596864519,-2484.0693135142496,-2792.570979383138,1044.1261940528823,-3696.107043563646,nan,nan,6210.04277,-1731.58539,5793.61937,-2069.79964,-2539.370434132492,-3063.836529968454,516.9383,-3382.26026
62,0.62,nan,nan,6505.010126415231,-1938.0680963786167,6236.375106475669,-2265.4358791367627,-2483.6406474829487,-2787.5893887301827,1039.4685652020034,-3694.3999276982363,nan,nan,6209.22777,-1730.33632,5793.80415,-2068.8294,-2539.7211762460565,-3063.1079942271294,511.31548,-3383.83877
63,0.63,nan,nan,6509.119443103021,-1940.9165198652936,6240.728298830934,-2267.8954962447815,-2483.2037853646902,-2782.6085101440667,1034.878862416619,-3692.7159537212424,nan,nan,6208.38316,-1729.02719,5792.48159,-2067.6184,-2540.071918359621,-3062.379458485804,505.75988,-3385.61429
64,0.64,nan,nan,6513.224590216733,-1943.770949260948,6245.095245325963,-2270.3306098580565,-2482.763903063761,-2777.627897374404,1030.3859665954783,-3691.06527760844,nan,nan,6207.6055,-1727.69794,5794.17554,-2066.61328,-2540.422660473186,-3061.6509227444794,500.6089,-3387.62044
65,0.65,nan,nan,6517.325049898856,-1946.6321081861536,6249.565806620263,-2272.569824388625,-2482.314214680164,-2772.648160397649,1026.1656378255943,-3689.5103853575456,nan,nan,6206.9188,-1726.43024,5794.45163,-2065.32175,-2540.7734025867508,-3060.9223870031547,495.63563,-3389.82723
66,0.66,nan,nan,6521.421298595966,-1949.4992926258835,6254.0680059757005,-2274.7447269068775,-2481.8445286276888,-2767.670269778912,1022.1995978076545,-3688.047826487667,nan,nan,6206.29061,-1725.08225,5794.78704,-2063.98064,-2541.1241447003154,-3060.1938512618294,490.87503,-3392.12777
67,0.67,nan,nan,6525.511959661817,-1952.3744434122477,6258.613387478419,-2276.827875244069,-2481.3715404059526,-2762.6926918395825,1018.4775878667741,-3686.6768602881243,nan,nan,6205.48441,-1723.62799,5795.158,-2062.58107,-2541.47488681388,-3059.4653155205046,486.48146,-3394.67231
68,0.68,nan,nan,6529.598197505321,-1955.255877132866,6263.15295348648,-2278.92366637356,-2480.9030287636238,-2757.7146905498075,1015.0896699202119,-3685.436568935108,nan,nan,6205.04805,-1722.43904,5795.50361,-2061.16308,-2541.8256289274445,-3058.73677977918,482.13237,-3397.39685
69,0.6900000000000001,nan,nan,6533.679881712942,-1958.1437576756275,6267.686446265711,-2281.0325625826363,-2480.3844498822655,-2752.741655667182,1011.926029384333,-3684.2879317704433,nan,nan,6204.41945,-1721.10801,5795.92802,-2059.776,-2542.176371041009,-3058.0082440378546,476.56339,-3399.96325
70,0.7000000000000001,nan,nan,6537.757184378782,-1961.0378210769954,6272.213820336043,-2283.1545625890662,-2479.873926992794,-2747.767787315554,1007.231031645027,-3682.568339892144,nan,nan,6203.85024,-1719.84586,5796.30575,-2058.37034,-2542.527113154574,-3057.27970829653,472.68189,-3402.88669
71,0.71,nan,nan,6541.830499410734,-1963.9374942741806,6276.735131025405,-2285.2894512630396,-2479.3417844043497,-2742.7961855348835,1003.6829515790783,-3681.303498630983,nan,nan,6202.43555,-1718.36904,5796.64994,-2057.05748,-2542.877855268139,-3056.551172555205,469.00631,-3405.91217
72,0.72,nan,nan,6545.904665074976,-1966.8359721747877,6281.251234141822,-2287.4353339816175,-2478.8403534994545,-2737.8213923685685,1000.8462257843564,-3680.3838515056127,nan,nan,6200.98161,-1716.88561,5796.97948,-2055.83719,-2543.2285973817034,-3055.8226368138803,465.65234,-3409.06102
73,0.73,nan,nan,6549.977695399295,-1969.73604527338,6285.762495549096,-2289.591376772299,-2478.327859893005,-2732.847726687871,998.5624375212249,-3679.8504352990317,nan,nan,6200.28491,-1715.66879,5797.34775,-2054.70183,-2543.579339495268,-3055.094101072555,462.31368,-3411.9918
74,0.74,nan,nan,6554.046096088595,-1972.6426095391942,6290.269031379368,-2291.7572795426167,-2477.754370844077,-2727.880724542637,996.8040077026877,-3679.5722419729927,nan,nan,6199.7528,-1714.57678,5797.80315,-2053.66458,-2543.9300816088326,-3054.3655653312303,459.18511,-3415.14827
75,0.75,nan,nan,6558.111639878137,-1975.5531685396813,6294.77099404211,-2293.932671963143,-2477.149016946088,-2722.917505158186,995.5720521103542,-3679.5230103791023,nan,nan,6199.23793,-1713.60946,5798.21728,-2052.74251,-2544.280823722397,-3053.6370295899055,456.27221,-3418.39281
76,0.76,nan,nan,6562.175676176278,-1978.4658320917226,6299.269259299434,-2296.1156996026257,-2476.5146649035123,-2717.957908653824,994.6752947003351,-3679.604003868742,nan,nan,6198.62764,-1712.65673,5798.67231,-2051.86191,-2544.631565835962,-3052.9084938485803,453.73159,-3421.69366
77,0.77,nan,nan,6566.238675243832,-1981.3799423465096,6303.763416061475,-2298.307172850968,-2475.865924847158,-2713.0001736529102,994.0663542450302,-3679.7894888040564,nan,nan,6198.12755,-1711.85222,5799.15952,-2051.08503,-2544.982307949527,-3052.1799581072555,451.30425,-3424.88802
78,0.78,nan,nan,6570.3009430946895,-1984.295071830408,6308.254061767696,-2300.505831792505,-2475.1826175230935,-2708.0470846065796,993.4625761953097,-3679.946142512099,nan,nan,6196.55612,-1710.77043,5799.65432,-2050.40494,-2545.3330500630914,-3051.4514223659307,448.93514,-3428.00129
79,0.79,nan,nan,6574.368160008583,-1987.2032923473803,6312.741580047399,-2302.7108668691712,-2474.5398576376415,-2703.0885707435705,992.7070253627647,-3680.0029825774227,nan,nan,6195.72823,-1710.03043,5800.1906,-2049.82772,-2545.683792176656,-3050.7228866246055,446.959,-3431.09864
80,0.8,nan,nan,6578.435074399052,-1990.1119359041948,6317.22623001132,-2304.921729755264,-2473.824909937944,-2698.1399497450802,992.1047446439691,-3680.1013866643552,nan,nan,6196.47405,-1709.88855,5800.75999,-2049.33683,-2546.0345342902206,-3049.9943508832807,444.77565,-3434.07119
81,0.81,nan,nan,6582.496322485955,-1993.0284859169028,6321.708207795201,-2307.138004815991,-2472.9917992348755,-2693.209845632951,989.6167109000393,-3677.5236190312266,nan,nan,6195.96014,-1709.4209,5801.46476,-2048.95002,-2546.385276403785,-3049.265815141956,443.09127,-3437.13236
82,0.8200000000000001,nan,nan,6586.56215997922,-1995.938634620724,6326.187415207962,-2309.359873613528,-2472.204218532025,-2688.2722635691775,989.1995721209062,-3677.633153095963,nan,nan,6195.48545,-1709.01516,5802.18302,-2048.62924,-2546.73601851735,-3048.5372794006307,441.40826,-3440.08355
83,0.8300000000000001,nan,nan,6590.62971718553,-1998.8463791716424,6330.664119891246,-2311.5867807015466,-2471.3908740352504,-2683.3388600047438,990.11170082286,-3678.297329466312,nan,nan,6194.94605,-1708.65237,5803.04474,-2048.3886,-2547.086760630915,-3047.808743659306,440.01656,-3443.00733
84,0.84,nan,nan,6594.699912251236,-2001.7504301572671,6335.137844085167,-2313.8196693769455,-2470.555573977829,-2678.409126359396,991.2481101057542,-3679.022046984931,nan,nan,6194.43815,-1708.3027,5803.92264,-2048.16148,-2547.4375027444794,-3047.080207917981,438.60315,-3445.81589
85,0.85,nan,nan,6598.772338640934,-2004.6513512696883,6339.6080824763785,-2316.0595284630795,-2469.6989380804994,-2673.483055415996,991.7595202200155,-3679.4518031527127,nan,nan,6193.92835,-1707.98518,5804.91601,-2048.02043,-2547.788244858044,-3046.351672176656,437.53447,-3448.71003
86,0.86,nan,nan,6602.847584683828,-2007.5483099663006,6343.051347362173,-2317.7934238828457,-2468.818919920091,-2668.561107830197,990.5006705647015,-3676.6818293566744,nan,nan,6193.47515,-1707.70693,5806.04583,-2047.86718,-2548.1389869716086,-3045.623136435331,436.55652,-3451.50517
87,0.87,nan,nan,6606.925650364034,-2010.44129809416,6344.73075700288,-2319.532968269209,-2467.9126609073164,-2663.6439242255547,990.4475209826618,-3676.8015583620863,nan,nan,6193.06699,-1707.49109,5807.19763,-2047.77999,-2548.489729085173,-3044.8946006940064,435.71541,-3454.29137
88,0.88,nan,nan,6611.007069539112,-2013.3295531932297,6344.815554100655,-2321.797873944485,-2466.977060292584,-2658.7322390269987,991.5866619429939,-3677.387832549604,nan,nan,6192.65835,-1707.34342,5808.4551,-2047.65859,-2548.840471198738,-3044.166064952681,434.92521,-3457.07917
89,0.89,nan,nan,6615.092685104198,-2016.2118691811697,6342.351309463011,-2324.521581657761,-2466.0117491290885,-2653.82630645942,992.894159167333,-3678.0077136634145,nan,nan,6192.24971,-1707.25678,5809.69638,-2047.61399,-2549.191213312303,-3043.4375292113564,434.10611,-3459.86552
90,0.9,nan,nan,6619.1831170586465,-2019.0873459113877,6341.620819050612,-2326.072554518415,-2465.028743150255,-2648.9238887655083,993.7192375031071,-3678.4082525639487,nan,nan,6191.77743,-1707.24511,5810.98341,-2047.62663,-2549.5419554258674,-3042.7089934700316,433.44676,-3462.64984
91,0.91,nan,nan,6623.279739996855,-2021.9539956113238,6342.450126707757,-2326.6131030552274,-2464.0424826951535,-2644.0221247652016,992.7758961139057,-3675.5415779677996,nan,nan,6191.41227,-1707.25817,5812.26125,-2047.67457,-2549.892697539432,-3041.980457728707,432.71859,-3465.42555
92,0.92,nan,nan,6627.381835452229,-2024.8128088047656,6343.7687903589585,-2327.3820749375336,-2463.053306145339,-2639.1209484009705,992.8891117406007,-3675.591421812075,nan,nan,6191.03969,-1707.26164,5813.60826,-2047.82325,-2550.2434396529966,-3041.2519219873816,432.18056,-3468.13273
