,Time,0_X,0_Y,1_X,1_Y,2_X,2_Y,3_X,3_Y,10_person_X,10_person_Y,3_person_X,3_person_Y,8_person_X,8_person_Y,9_person_X,9_person_Y
11,0.11,4660.102007244944,1935.6455736434273,5454.711122551227,-2114.7466294166948,27.310133798804188,3304.754312657776,497.61145451232625,-3238.8819155149286,4504.9987,1969.6875,5369.20989,-2054.08499,87.29793,3357.17644,543.21967,-3253.62167
12,0.12,4664.977601340339,1934.5371593630484,5458.779505396518,-2117.6532186591135,22.5112616487514,3303.35045152239,492.68057279617517,-3238.0534195877644,4495.52905,1972.40454,5364.28535,-2050.70402,88.29799,3359.95928,543.36032,-3254.33018
13,0.13,4669.848660975655,1933.408984718237,5462.851147279524,-2120.5552407776627,17.712923105495292,3301.9447676232494,487.752811464478,-3237.206561714311,4485.96353,1975.10245,5359.14151,-2047.27806,89.30195,3362.61475,543.55246,-3255.0601
14,0.14,4674.71657788735,1932.2673258633988,5466.928002659209,-2123.4499342352046,12.919040717050716,3300.5239609348637,482.8264987619743,-3236.3513172129256,4476.44921,1978.00186,5353.70138,-2043.73231,90.30696,3365.08767,543.69811,-3255.75789
15,0.15,4679.579190102047,1931.103280138577,5471.010551839883,-2126.336591850402,8.125863515577024,3299.1007770692745,477.901646273552,-3235.487703892463,4466.97661,1980.79876,5348.03058,-2040.04121,91.1819,3367.51612,543.84452,-3256.50048
16,0.16,4684.438889065224,1929.9271313438703,5475.097273720945,-2129.2173390220314,3.3347577496699383,3297.670635279139,472.9748786647654,-3234.635083854573,4457.45975,1983.8279,5342.07912,-2036.22309,92.05746,3369.79916,544.07584,-3257.1382
17,0.17,4689.293360925066,1928.729590963756,5479.18929792375,-2132.090549408282,-1.4493744342806378,3296.2173358445802,468.0495434425387,-3233.774227915003,4448.00004,1986.91138,5335.88943,-2032.24886,92.9683,3371.90941,544.21587,-3257.85162
18,0.18,4694.143306739497,1927.513850203116,5483.285400778728,-2134.957942196415,-6.2355300201306845,3294.7707140183807,463.12652651359934,-3232.9002117152813,4438.49961,1990.11079,5329.52022,-2028.21374,93.88441,3374.1174,544.4576,-3258.59685
19,0.19,4698.9883771121395,1926.2788226389926,5487.386505440443,-2137.8181765493414,-11.014921295041551,3293.3018984951423,458.2048237651254,-3232.018825275821,4428.98665,1993.4291,5322.95176,-2024.03351,94.80253,3376.19227,544.53228,-3259.34204
20,0.2,4703.828299669632,1925.0237729836074,5491.491201988842,-2140.6732538242272,-15.79908866109146,3291.8487148819595,453.28460814403513,-3231.129174646653,4419.3936,1996.94705,5316.3389,-2019.81084,95.4923,3377.97577,544.65374,-3260.13031
21,0.21,4708.662318090106,1923.7461713592697,5495.598901315719,-2143.5240092048184,-20.579035588549754,3290.381708620663,448.3602282948494,-3230.262870369316,4409.7453,2000.53785,5309.63536,-2015.58484,96.31533,3379.90914,544.7351,-3260.89758
22,0.22,4713.490934497731,1922.4483024953208,5499.710579014852,-2146.369023527885,-25.357970585284008,3288.9114092304067,443.4403506770996,-3229.371352435472,4400.16083,2004.29143,5303.03949,-2011.44812,97.16788,3381.62913,544.81208,-3261.64359
23,0.23,4718.313200807108,1921.1270350577995,5503.8256097907315,-2149.209185796764,-30.1342744889792,3287.4325850287023,438.52285283868656,-3228.4668000548977,4390.56985,2008.22666,5296.59916,-2007.47801,97.935,3383.39761,544.89638,-3262.51631
24,0.24,4723.128625217045,1919.7810455510862,5507.944634717817,-2152.0435523309384,-34.90855739383986,3285.947249125832,433.6044070855257,-3227.567416169555,4381.17003,2012.24669,5290.29278,-2003.65173,98.57423,3385.07924,545.08465,-3263.32314
25,0.25,4727.937059522082,1918.4102941023743,5512.067716603912,-2154.8720140613764,-39.67500438418974,3284.4369567408335,428.6841103794737,-3226.6782140978,4371.60523,2016.41832,5284.29005,-2000.1199,99.24685,3386.64552,545.13301,-3264.13587
26,0.26,4732.738344235669,1917.0147063770503,5516.195588382173,-2157.6934808044443,-44.44506473932321,3282.938115785834,423.76615020619545,-3225.776178769196,4362.31228,2020.66302,5278.54998,-1996.84828,100.02846,3388.09971,545.36422,-3264.97084
27,0.27,4737.531929822351,1915.592898646325,5520.328542575238,-2160.507497442281,-49.20408273885504,3281.4045748896942,418.85269773210445,-3224.8499040880947,4352.73198,2025.05166,5273.03581,-1993.812,100.72349,3389.54137,545.68948,-3265.81089
28,0.28,4742.317877442914,1914.1455889444212,5524.466898706382,-2163.3135638227895,-53.95586336421141,3279.8487532776553,413.9384088642952,-3223.9280771391905,4343.30862,2029.47906,5267.65725,-1990.98756,101.34982,3390.94262,545.90396,-3266.61516
29,0.29,4747.095831969047,1912.6721064890783,5528.611510290833,-2166.1103825180276,-58.70957587222752,3278.2988444444877,409.02375961158845,-3223.0081734905025,4333.80263,2034.01651,5262.23425,-1988.25623,101.96281,3392.30307,546.32154,-3267.46177
30,0.3,4751.8653097136785,1911.1714126350685,5532.762901207811,-2168.8971285513844,-63.45103096869906,3276.7118335534906,404.1103331312107,-3222.081760935577,4324.12394,2038.6905,5256.71782,-1985.54249,102.61783,3393.73271,546.43359,-3268.19877
31,0.31,4756.625679853933,1909.6420741742409,5536.920918935098,-2171.6739772292153,-68.20291495816716,3275.156327670944,399.19942570080343,-3221.142086412154,4314.45564,2043.39715,5251.0718,-1982.86384,103.17052,3394.97408,546.67364,-3268.925
32,0.32,4761.376497867815,1908.0833156300832,5541.086252911035,-2174.439839277275,-72.94561390005957,3273.5730378217463,394.2874863344288,-3220.207821106655,4304.60101,2048.0909,5245.11019,-1980.16032,103.79787,3396.19308,547.05689,-3269.70098
33,0.33,4766.117402922725,1906.4946623449637,5545.260047030059,-2177.192918036049,-77.67855362491451,3271.9608090659895,389.37926146548443,-3219.254233860581,4294.63748,2052.82443,5238.94361,-1977.48197,104.32121,3397.35233,547.24312,-3270.35008
34,0.34,4770.846658747238,1904.8716591575628,5549.442668514995,-2179.9325671949287,-82.4167409608244,3270.364068395178,384.46975040240176,-3218.3072908203358,4284.86982,2057.48405,5232.59989,-1974.86694,104.9217,3398.45734,547.56611,-3271.00595
35,0.35000000000000003,4775.562230229052,1903.2093157514353,5553.634806360763,-2182.6576323835206,-87.144951245284,3268.738021807306,379.5641467629072,-3217.3403094698547,4274.71414,2062.2229,5226.04694,-1972.29861,105.45327,3399.41093,547.76444,-3271.55982
36,0.36,4780.259363921105,1901.49556691366,5557.836993468335,-2185.3671754285656,-91.8750542561703,3267.1174893311104,374.6583954707937,-3216.374077479116,4264.5914,2066.99527,5219.37603,-1969.87724,105.99297,3400.46406,547.98918,-3272.1597
37,0.37,4784.928918641917,1899.7080382539339,5562.050178281859,-2188.0595858220777,-96.60073782834118,3265.4841140601716,369.7544443663953,-3215.398750064516,4254.30966,2071.8078,5212.61981,-1967.57899,106.67226,3401.51247,548.31621,-3272.75289
38,0.38,4789.5475644103135,1897.7928068668489,5566.274485493144,-2190.7345117247305,-101.3175623790794,3263.825329517938,364.8563784072269,-3214.394285102641,4243.81922,2076.60423,5205.79804,-1965.47167,107.28934,3402.30483,548.51249,-3273.21239
39,0.39,4794.021532042716,1895.5604060013654,5570.5108609412,-2193.390283375892,-106.03617598496574,3262.1716410229837,359.95858787136615,-3213.388478030269,4233.38305,2081.36715,5198.89696,-1963.47232,107.82587,3403.11053,548.7954,-3273.67302
40,0.4,4794.959244031736,1893.7642939102866,5574.759076482741,-2196.027073984304,-110.74670216782074,3260.495054287787,355.06021292826875,-3212.385520944031,4222.55473,2086.06037,5191.92143,-1961.63321,108.54468,3404.0298,548.73415,-3274.09876
41,0.41000000000000003,4789.962990581819,1893.9578177181165,5579.019789932016,-2198.643621500244,-115.47031383102104,3258.8556968358325,350.16896518926916,-3211.348363503846,4211.61461,2090.60881,5184.81574,-1959.84594,109.0683,3404.5172,549.1023,-3274.50583
42,0.42,4784.966737131903,1894.1513415259465,5583.292571280105,-2201.2404155913146,-120.16820991627813,3257.1440390510734,345.27436536247177,-3210.3271424036357,4200.60376,2094.92357,5177.66079,-1958.20756,109.75529,3405.13142,549.37828,-3274.91147
43,0.43,4779.9704836819865,1894.3448653337764,5587.577855779184,-2203.8165244325637,-124.8665625769448,3255.4336349245564,340.38662233666423,-3209.2735921610415,4189.481,2099.04093,5170.35285,-1956.60873,110.23027,3405.69604,549.51406,-3275.21041
44,0.44,4774.97423023207,1894.5383891416063,5591.875280337107,-2206.3723300137763,-129.56730082916644,3253.7297981119186,335.4942686586838,-3208.2416641162868,4178.24114,2102.80045,5162.88351,-1955.0898,110.80841,3406.23946,549.81656,-3275.59411
45,0.45,4769.977976782154,1894.7319129494363,5596.185100654314,-2208.9071769190928,-134.25568472638332,3251.992254894523,330.6072547012204,-3207.1847371653776,4166.96754,2106.43963,5155.25718,-1953.57447,111.30337,3406.597,549.99762,-3275.81208
46,0.46,4764.981723332237,1894.9254367572662,5600.506524807379,-2211.422190495459,-138.94479141051696,3250.256663207284,325.7198889179912,-3206.1294382973215,4155.88817,2109.63125,5147.45622,-1952.1057,111.77932,3407.00504,550.35741,-3276.09157
47,0.47000000000000003,4759.985469882321,1895.1189605650961,5604.839503090746,-2213.9172454439263,-143.62036209107941,3248.4849299285243,320.8340310512362,-3205.0671798984995,4144.71632,2112.61851,5139.46613,-1950.62837,112.2124,3407.29424,550.64904,-3276.34273
48,0.48,4754.989216432405,1895.312484372926,5609.183076567399,-2216.393809485681,-148.29475889482922,3246.7101019027446,315.9490983471033,-3204.00067510428,4133.56867,2115.36391,5131.2779,-1949.14146,112.54972,3407.64418,551.00177,-3276.50002
49,0.49,4749.992962982488,1895.506008180756,5613.53607844559,-2218.853763682098,-152.96031255396258,3244.9121561155343,311.063224213083,-3202.93849152951,4122.27189,2117.80879,5122.90397,-1947.64982,112.8434,3407.96307,551.424,-3276.67404
50,0.5,4744.996709532572,1895.699531988586,5617.896198463058,-2221.3010792386362,-157.61729681614872,3243.0921293075585,306.1782501368625,-3201.872176250311,4110.89106,2119.98645,5114.39801,-1946.12753,113.2074,3408.34276,551.81988,-3276.73277
51,0.51,4740.000456082656,1895.8930557964159,5622.256876248791,-2223.7474008137806,-162.26951198444752,3241.259946448821,301.2977901339416,-3200.785387328814,4099.46706,2121.83175,5105.80942,-1944.60727,113.51724,3408.71657,552.15194,-3276.83159
52,0.52,4735.004202632739,1896.0865796042458,5626.440263070969,-2226.1628242885126,-166.920442969835,3239.4245061830643,296.4179150614361,-3199.6959749749553,4088.01367,2123.34482,5097.14674,-1943.06578,113.77164,3409.03558,552.47466,-3276.8273
53,0.53,4730.007949182823,1896.2801034120757,5624.798959234385,-2224.9290352285157,-171.56569487554154,3237.57474005392,291.53866251913087,-3198.6037778185737,4076.52425,2124.95837,5088.52713,-1941.53278,114.02291,3409.38327,552.80669,-3276.75172
54,0.54,4725.011695732906,1896.4736272199057,5620.317837970111,-2222.711028868092,-176.2042201469541,3235.7081701231464,286.6617313302573,-3197.501261524367,4065.04215,2125.84887,5079.9641,-1939.93206,114.26159,3409.83807,553.13712,-3276.63438
55,0.55,4720.01544228299,1896.6671510277356,5615.836716705838,-2220.4930225076682,-180.83664523165967,3233.8265118559284,281.78680201708204,-3196.389927105056,4053.77369,2126.48275,5071.59206,-1938.36742,114.38319,3410.13025,553.47462,-3276.4172
56,0.56,4715.019188833074,1896.8606748355655,5611.355595441564,-2218.2750161472445,-185.46204271159417,3231.9276442584865,276.9106625944098,-3195.2839142974167,4042.38208,2126.86991,5063.42668,-1936.76294,114.53203,3410.25884,553.9346,-3276.13015
57,0.5700000000000001,4710.022935383157,1897.0541986433955,5606.874474177291,-2216.057009786821,-190.07349879775026,3229.9951658587484,272.03827021067235,-3194.1615095313464,4031.14676,2127.12101,5055.51371,-1935.13381,114.68296,3410.66149,554.46032,-3275.7803
58,0.58,4705.026681933241,1897.2477224512254,5602.393352913017,-2213.839003426397,-194.67376963452432,3228.03620995615,267.16852703435933,-3193.0276658927646,4020.05689,2127.08675,5047.83676,-1933.42583,114.89999,3410.87317,554.88584,-3275.2862
59,0.59,4700.030428483325,1897.4412462590553,5597.912231648744,-2211.6209970659734,-199.27204665519187,3226.072578513847,262.30401605387794,-3191.8715807225562,4009.05395,2126.90135,5040.43394,-1931.67974,115.08386,3411.18886,555.3536,-3274.63747
60,0.6,4695.034175033408,1897.6347700668853,5593.43111038447,-2209.4029907055497,-203.85923756732586,3224.0831867636794,257.4412176069053,-3190.7083132279017,3998.04779,2126.57297,5033.21179,-1929.84726,115.33302,3411.60379,555.86425,-3273.9873
61,0.61,4690.037921583492,1897.8282938747152,5588.949989120197,-2207.184984345126,-208.4361475599448,3222.0702548424597,252.58375016366233,-3189.522982034591,3987.19559,2126.25127,5026.15642,-1928.06868,115.57296,3411.82437,556.51107,-3273.34707
62,0.62,4685.0416681335755,1898.0218176825451,5584.468867855923,-2204.966977984702,-212.99685353089416,3220.020874192959,247.72943263243678,-3188.3248162255163,3976.09833,2125.86066,5019.16753,-1926.29178,115.81553,3412.20049,557.03975,-3272.59026
63,0.63,4680.045414683659,1898.215341490375,5579.98774659165,-2202.7489716242785,-217.5556625039187,3217.9672771664054,242.8783637327,-3187.113564587744,3965.23876,2125.26509,5012.19467,-1924.50009,115.97625,3412.51933,557.74935,-3271.86574
64,0.64,4675.049161233743,1898.408865298205,5575.506625327376,-2200.530965263855,-222.09466614251372,3215.8702683517313,238.02795626783583,-3185.8996669706485,3954.229,2124.68755,5005.20393,-1922.80333,116.34013,3413.02801,558.26049,-3271.11313
65,0.65,4670.052907783826,1898.602389106035,5571.025504063103,-2198.312958903431,-226.63670854648367,3213.7798495418897,233.1884574910501,-3184.6429841986296,3943.3065,2124.14993,4998.16856,-1921.12036,116.59774,3413.29051,558.81779,-3270.40572
66,0.66,4665.05665433391,1898.7959129138649,5566.544382798829,-2196.0949525430074,-231.16702886078644,3211.6641468572443,228.34896157988695,-3183.386290391119,3932.27316,2123.48457,4991.09412,-1919.48056,116.85307,3413.68944,559.51111,-3269.75458
67,0.67,4660.060400883994,1898.9894367216948,5562.063261534556,-2193.8769461825837,-235.6785885417698,3209.5087282795835,223.51090489295052,-3182.1240671565088,3921.15311,2122.75838,4983.97076,-1917.88188,117.23865,3414.09955,560.12328,-3269.09885
68,0.68,4655.064147434077,1899.1829605295247,5557.582140270282,-2191.65893982216,-240.18443745861077,3207.341396847014,218.67009993511482,-3180.872425290721,3910.03725,2122.12395,4976.85417,-1916.36874,117.52021,3414.60662,560.54417,-3268.54833
69,0.6900000000000001,4650.067893984161,1899.3764843373547,5553.101019006009,-2189.440933461736,-244.6928812227953,3205.179468350235,213.82756777912402,-3179.6274825939695,3898.92919,2120.87985,4969.67242,-1914.89747,117.80762,3414.94321,560.91641,-3268.04737
70,0.7000000000000001,4645.071640534245,1899.5700081451846,5548.619897741735,-2187.2229271013125,-249.1934158602058,3203.0011231118788,208.98325466563188,-3178.389488063106,3887.78468,2119.9801,4962.49935,-1913.51039,118.09434,3415.13618,561.45573,-3267.61341
71,0.71,4640.075387084328,1899.7635319530145,5544.138776477462,-2185.004920740889,-253.6707123597211,3200.775406136289,204.13715981119267,-3177.1584865757886,3876.57042,2119.00552,4955.23671,-1912.15578,118.3633,3415.48628,561.91809,-3267.18572
72,0.72,4635.079133634412,1899.9570557608445,5539.657655213188,-2182.786914380465,-258.13978319905885,3198.5332184026274,199.28940385796534,-3175.934042939704,3865.39838,2117.96446,4947.94859,-1910.81883,118.6443,3415.88246,562.21771,-3266.77204
73,0.73,4630.0828801844955,1900.1505795686744,5535.176533948915,-2180.5689080200414,-262.6059646134631,3196.285280775906,194.44029010500591,-3174.7149876452813,3854.29705,2116.91631,4940.56891,-1909.52143,118.89166,3416.06366,562.74731,-3266.41676
74,0.74,4625.086626734579,1900.3441033765043,5530.695412684641,-2178.3509016596176,-267.0415619520278,3193.977581434545,189.5896894937506,-3173.5018620499327,3843.08147,2115.72233,4933.10671,-1908.17773,119.17681,3416.28617,563.20055,-3266.02504
75,0.75,4620.090373284663,1900.5376271843343,5526.214291420368,-2176.132895299194,-271.4658048726711,3191.648187826943,184.73751092521726,-3172.295063334709,3832.00931,2114.46712,4925.62637,-1906.82567,119.27106,3416.43238,563.5665,-3265.73101
76,0.76,4615.094119834746,1900.7311509921642,5521.733170156094,-2173.91488893877,-275.88066936398644,3189.301067991203,179.88457329329617,-3171.091320695818,3820.76576,2113.21269,4918.14032,-1905.40667,119.46231,3416.92536,563.8305,-3265.32242
77,0.77,4610.09786638483,1900.9246747999941,5517.252048891821,-2171.6968825783465,-280.2826847704472,3186.929937382974,175.02999023815488,-3169.894231158342,3809.75525,2111.84338,4910.73507,-1904.00131,119.51603,3416.94597,564.24311,-3264.96466
78,0.78,4605.101612934914,1901.118198607824,5512.770927627547,-2169.478876217923,-284.65579362096156,3184.505907890259,170.17414169652636,-3168.702285295157,3798.69498,2110.44866,4903.39886,-1902.46035,119.62705,3417.12581,564.53291,-3264.64169
79,0.79,4600.105359484997,1901.311722415654,5508.289806363274,-2167.260869857499,-289.0164169042822,3182.05948916466,165.317388534038,-3167.514030811193,3787.64932,2108.91881,4896.22108,-1900.88058,119.75992,3417.4667,564.75572,-3264.27483
80,0.8,4595.109106035081,1901.505246223484,5503.808685099,-2165.0428634970754,-293.3580150291418,3179.579463817569,160.45940151616233,-3166.330830855923,3776.7043,2107.39817,4889.21256,-1899.25076,119.81908,3417.67236,565.02128,-3263.88986
81,0.81,4590.112852585165,1901.6987700313139,5499.327563834727,-2162.8248571366516,-297.67161408044217,3177.0510526119656,155.60011627009644,-3165.1529739472257,3765.83526,2105.70047,4882.3608,-1897.5072,119.79118,3417.72617,565.19927,-3263.48725
82,0.8200000000000001,4585.116599135248,1901.8922938391438,5494.846442570453,-2160.606850776228,-301.9660700096475,3174.4902620558846,150.7396500257973,-3163.9799999969487,3754.82137,2103.87445,4875.64276,-1895.70554,119.75848,3417.88881,565.4708,-3263.09548
83,0.8300000000000001,4580.120345685332,1902.0858176469737,5490.36532130618,-2158.388844415804,-306.2230675388584,3171.867673251613,145.87795461024842,-3162.812131131694,3743.97716,2102.01967,4868.91927,-1893.79591,119.82292,3418.14286,565.62761,-3262.56542
84,0.84,4575.124092235415,1902.2793414548037,5485.884200041906,-2156.1708380553805,-310.4549672198563,3169.2047753771217,141.01446769159472,-3161.6517454233694,3733.11449,2099.98621,4862.13267,-1891.81368,119.64574,3418.02818,565.72208,-3262.0551
85,0.85,4570.127838785499,1902.4728652626336,5481.403078777633,-2153.952831694957,-314.6604827882565,3166.500401363797,136.14969750940898,-3160.496751451733,3722.26513,2097.8768,4855.16829,-1889.67593,119.64344,3418.2985,565.83327,-3261.49301
86,0.86,4565.131585335583,1902.6663890704635,5476.921957513359,-2151.734825334533,-318.82138367228305,3163.72787474836,131.28328318215753,-3159.3487045905285,3711.38877,2095.69036,4848.09108,-1887.48706,119.67287,3418.51239,565.9407,-3260.99222
87,0.87,4560.135331885666,1902.8599128782935,5472.440836249086,-2149.5168189741094,-322.9362809818877,3160.887519113689,126.41571865842496,-3158.20554423113,3700.42973,2093.38061,4840.90309,-1885.32919,119.54761,3418.48248,565.93634,-3260.46564
88,0.88,4555.13907843575,1903.0534366861234,5467.959714984812,-2147.2988126136856,-327.02789615141484,3158.0137262706858,121.54686334989282,-3157.0678940280454,3689.72454,2091.00307,4833.60461,-1883.17413,119.62233,3418.73445,565.99944,-3259.93219
89,0.89,4550.142824985834,1903.2469604939533,5463.478593720539,-2145.080806253262,-331.10107095780194,3155.113856101762,116.67662326703008,-3155.936186673966,3678.85645,2088.58277,4826.17664,-1881.00206,119.68025,3418.98375,566.00122,-3259.31018
90,0.9,4545.146571535917,1903.4404843017833,5458.997472456265,-2142.862799892838,-335.1556410354024,3152.188029468855,111.80469602774883,-3154.8117646112382,3668.06457,2086.12021,4818.64411,-1878.83576,119.68129,3419.11021,566.01352,-3258.62982
91,0.91,4540.150318086001,1903.6340081096132,5454.516351191992,-2140.6447935324145,-339.19108754944506,3149.235882549696,106.93098754700901,-3153.695088451931,3657.38898,2083.68469,4810.98566,-1876.67224,119.71524,3419.31751,566.00751,-3257.92562
92,0.92,4535.1540646360845,1903.8275319174431,5450.035229927718,-2138.426787171991,-343.20272037898195,3146.2514559647416,102.05557441439456,-3152.5858784689563,3646.66489,2081.20634,4803.18518,-1874.41698,119.7432,3419.50121,566.1507,-3257.15415
93,0.93,4530.157811186168,1904.021055725273,5445.554108663445,-2136.208780811567,-347.1880973633432,3143.2320569694903,97.17804864722953,-3151.4859955703523,3635.9024,2078.7159,4795.32281,-1872.15987,119.85323,3419.71916,566.16426,-3256.41023
94,0.9400000000000001,4525.161557736252,1904.214579533103,5441.072987399171,-2133.9907744511434,-351.141947272853,3140.1714898826467,92.29893909039171,-3150.393159840531,3625.09829,2076.22866,4787.37712,-1869.78756,119.96747,3419.8884,566.15797,-3255.58442
95,0.9500000000000001,4520.165304286335,1904.408103340933,5436.591866134898,-2131.7727680907196,-355.05988488278007,3137.065082812619,87.41777823246976,-3149.3095230567837,3614.08181,2073.81646,4779.34039,-1867.28685,120.21209,3420.1465,566.12597,-3254.79253
96,0.96,4515.169050836419,1904.6016271487629,5432.110744870624,-2129.554761730296,-358.9313783272276,3133.9009812798613,82.53495070613579,-3148.2334211340667,3603.0106,2071.4073,4771.25373,-1864.6436,120.22701,3420.29023,566.0239,-3253.95614
97,0.97,4510.172797386503,1904.7951509565928,5427.629623606351,-2127.336755369872,-362.75242913443077,3130.676144736907,77.65025602012244,-3147.1658267239873,3591.79129,2069.35264,4763.14225,-1861.81555,120.43024,3420.53728,565.79307,-3253.19514
98,0.98,4505.176543936586,1904.9886747644227,5423.148502342077,-2125.1187490094485,-366.5021307563526,3127.3686172998996,72.76424263147166,-3146.104283900581,3580.56727,2067.0931,4755.09693,-1858.81539,120.53103,3420.58588,565.60816,-3252.45229
99,0.99,4500.18029048667,1905.1821985722527,5418.667381077804,-2122.900742649025,-370.1707255923515,3123.971351939454,67.87673967848957,-3145.049620501865,3569.17263,2064.89094,4747.15639,-1855.71199,120.72316,3420.75623,565.30092,-3251.63323
100,1.0,4495.184037036754,1905.3757223800826,5414.18625981353,-2120.682736288601,-373.71869962616483,3120.448302088063,62.98751702947378,-3144.0029582409848,3557.65861,2062.87522,4739.39407,-1852.44458,120.79814,3420.65996,565.01674,-3250.8456
101,1.01,4490.187783586837,1905.5692461879125,5409.705138549257,-2118.4647299281773,-377.1208133186095,3116.784202959535,58.09681532047588,-3142.963229048548,3546.03016,2060.89624,4731.76551,-1849.15318,121.10152,3420.70191,564.61885,-3250.07266
102,1.02,4485.191530136921,1905.7627699957425,5405.224017284983,-2116.2467235677536,-380.2687853865953,3112.899583047731,53.204755251141336,-3141.9299099893883,3534.25084,2059.03985,4724.29977,-1845.83484,121.21498,3420.80716,564.18602,-3249.20098
103,1.03,4480.1952766870045,1905.9562938035724,5400.74289602071,-2114.02871720733,-383.0404373734824,3108.7380995065423,48.310873979555204,-3140.905250973121,3522.15303,2057.2654,4716.88966,-1842.41004,121.36093,3420.61448,563.72655,-3248.33891
104,1.04,4475.199023237088,1906.1498176114023,5396.261774756436,-2111.810710846906,-385.1928136172449,3104.225087595935,43.41543544114328,-3139.8880580137316,3510.04442,2055.64402,4709.63152,-1839.03135,121.54194,3420.57218,563.35852,-3247.4835
105,1.05,4470.202769787172,1906.3433414192323,5391.780653492163,-2109.5927044864825,-386.08203215163695,3099.3265617118213,38.51836827340043,-3138.87873489668,3497.83652,2054.17767,4702.42435,-1835.57815,121.59699,3420.35159,562.85031,-3246.55307
106,1.06,4465.206516337255,1906.5368652270622,5387.299532227889,-2107.374698126059,-384.08343419077505,3095.219056425025,33.61950631060354,-3137.878159327589,3485.66405,2052.85462,4695.2816,-1832.08453,121.71263,3420.0287,562.2686,-3245.57689
107,1.07,4460.210262887339,1906.7303890348921,5382.818410963616,-2105.156691765635,-380.1486089468077,3092.1340685321093,28.718818672760364,-3136.886564311319,3473.67041,2051.68866,4688.22326,-1828.54503,121.77882,3419.66552,561.87481,-3244.58907
108,1.08,4455.214009437423,1906.923912842722,5378.337289699342,-2102.9386854052113,-377.7934439602467,3089.262989133513,23.81616467172978,-3135.90473757193,3461.7909,2050.72871,4681.23749,-1824.94584,121.87347,3419.59019,561.38739,-3243.65372
109,1.09,4450.217755987506,1907.117436650552,5373.856168435069,-2100.7206790447876,-375.997109294496,3086.0149516017923,18.911924057099927,-3134.930866947147,3450.14896,2050.06445,4674.30574,-1821.30603,121.77024,3418.95159,560.81383,-3242.58099
110,1.1,4445.22150253759,1907.310960458382,5369.375047170795,-2098.502672684364,-374.72531375332227,3082.4078377362216,14.005457283338293,-3133.9682747188526,3438.7536,2049.54365,4667.39386,-1817.57233,121.72677,3418.67092,560.2933,-3241.50467
111,1.11,4440.225249087674,1907.5044842662119,5364.893925906522,-2096.28466632394,-373.28226520001124,3078.90563083398,9.096914948023205,-3133.0163229646028,3427.66131,2049.43909,4660.51829,-1813.81253,121.50688,3417.95267,559.83913,-3240.49148
