,Time,0_X,0_Y,1_X,1_Y,2_X,2_Y,3_X,3_Y,4_X,4_Y,5_X,5_Y,6_X,6_Y,7_X,7_Y,8_X,8_Y,1_person_X,1_person_Y,10_person_X,10_person_Y,2_person_X,2_person_Y,3_person_X,3_person_Y,4_person_X,4_person_Y,5_person_X,5_person_Y,6_person_X,6_person_Y,7_person_X,7_person_Y,8_person_X,8_person_Y
24,0.24,8571.326092220326,-665.8462690191631,nan,nan,nan,nan,-1305.3283632619552,-3845.450667914539,nan,nan,-563.3905357201724,3451.8446627702815,nan,nan,-8299.415538755464,1468.0187193131737,nan,nan,8558.88068,-562.09077,nan,nan,nan,nan,-1211.08815,-3674.07395,nan,nan,-486.03836,3325.29137,nan,nan,-8309.53718,1455.78772,nan,nan
25,0.25,8571.83529447946,-670.8202727444626,nan,nan,nan,nan,-1307.7392873863832,-3849.8310154882197,nan,nan,-565.6357388045568,3456.312219497383,nan,nan,-8299.44217580771,1473.018648359415,nan,nan,8558.73605,-561.43434,nan,nan,nan,nan,-1208.97781,-3670.80446,nan,nan,-485.86064,3324.23681,nan,nan,-8307.08538,1455.547465,nan,nan
26,0.26,8572.385739211031,-675.7898814410792,nan,nan,nan,nan,-1310.1536802713372,-3854.2094520810097,nan,nan,-567.9678193018752,3460.735046710154,nan,nan,-8299.54119222453,1478.017667838193,nan,nan,8559.78231,-561.04926,nan,nan,nan,nan,-1207.00747,-3667.54487,nan,nan,-485.66316,3323.17128,nan,nan,-8304.63358,1455.30721,nan,nan
27,0.27,8572.84195780638,-680.7690243987836,nan,nan,nan,nan,-1312.5684735259058,-3858.587667874879,nan,nan,-570.3083096182306,3465.153429341734,nan,nan,-8299.624710736432,1483.0169702553476,nan,nan,8559.11663,-560.96304,nan,nan,nan,nan,-1204.96421,-3664.24251,nan,nan,-485.52771,3322.13413,nan,nan,-8303.18933,1454.93286,nan,nan
28,0.28,8573.38833376245,-685.739082075977,nan,nan,nan,nan,-1314.9875247886464,-3862.9635324738165,nan,nan,-572.6350449860569,3469.5790708238364,nan,nan,-8299.705234577415,1488.016321804402,nan,nan,8558.81275,-560.60527,nan,nan,nan,nan,-1203.22057,-3660.8284,nan,nan,-485.44346,3321.10126,nan,nan,-8301.41798,1454.56886,nan,nan
29,0.29,8573.930990028017,-690.7095472632045,nan,nan,nan,nan,-1317.3980223201238,-3867.3441148153256,nan,nan,-574.9806865786447,3473.994720891394,nan,nan,-8299.779601474442,1493.0157687302756,nan,nan,8558.59914,-560.36666,nan,nan,nan,nan,-1201.59394,-3657.23787,nan,nan,-485.41923,3320.06312,nan,nan,-8301.50652,1454.64126,nan,nan
30,0.3,8574.475481755933,-695.6798117187673,nan,nan,nan,nan,-1319.7990287746354,-3871.729906420657,nan,nan,-577.2240177912979,3478.4632178501415,nan,nan,-8299.848542307018,1498.0152934238442,nan,nan,8559.93139,-560.23321,nan,nan,nan,nan,-1200.04594,-3653.4854,nan,nan,-485.50193,3319.01116,nan,nan,-8296.92133,1453.43033,nan,nan
31,0.31,8574.915304180759,-700.6604297762598,nan,nan,nan,nan,-1322.1891034936739,-3876.12166493376,nan,nan,-579.657740630669,3482.8309395836227,nan,nan,-8300.499778252106,1502.9727011883745,nan,nan,8558.80777,-559.71908,nan,nan,nan,nan,-1198.54377,-3649.60964,nan,nan,-485.63235,3318.02427,nan,nan,-8298.30595,1452.55717,nan,nan
32,0.32,8575.468850731027,-705.6296939286958,nan,nan,nan,nan,-1324.5678300717775,-3880.519580333881,nan,nan,-581.978604089108,3487.25966319289,nan,nan,-8300.56719834066,1507.9722466208773,nan,nan,8557.30464,-559.59962,nan,nan,nan,nan,-1197.1068,-3645.66231,nan,nan,-485.82613,3317.02399,nan,nan,-8295.98555,1452.05151,nan,nan
33,0.33,8576.087450906383,-710.5912797460581,nan,nan,nan,nan,-1326.9343195773808,-3884.924092499816,nan,nan,-584.3787098344889,3491.6459477722337,nan,nan,-8301.041450796727,1512.9497042658918,nan,nan,8558.96411,-559.15012,nan,nan,nan,nan,-1195.68469,-3641.70363,nan,nan,-486.13008,3316.0414,nan,nan,-8291.87395,1451.56332,nan,nan
34,0.34,8576.54925888236,-715.569907407706,nan,nan,nan,nan,-1329.2899321185137,-3889.3344314387255,nan,nan,-586.761152151615,3496.041851388735,nan,nan,-8301.961450085402,1517.8643356161394,nan,nan,8558.72859,-559.06149,nan,nan,nan,nan,-1194.15506,-3637.604,nan,nan,-486.44709,3315.05094,nan,nan,-8290.077949999999,1450.86153,nan,nan
35,0.35000000000000003,8577.071215507242,-720.5425889058257,nan,nan,nan,nan,-1331.6362768455567,-3893.749707921787,nan,nan,-589.1252346483494,3500.447655963229,nan,nan,-8302.858297509236,1522.7832445092135,nan,nan,8558.8141,-558.82425,nan,nan,nan,nan,-1192.61271,-3633.57512,nan,nan,-486.88488,3314.0547,nan,nan,-8288.28195,1450.15974,nan,nan
36,0.36,8577.579552843454,-725.5166810996449,nan,nan,nan,nan,-1333.9746603163467,-3898.1692059411935,nan,nan,-591.4671963669914,3504.8652588548903,nan,nan,-8303.847069494368,1527.6845025070563,nan,nan,8558.29293,-558.47729,nan,nan,nan,nan,-1191.01724,-3629.44998,nan,nan,-487.33302,3313.0383,nan,nan,-8286.48595,1449.45795,nan,nan
37,0.37,8578.116851583534,-730.487728279456,nan,nan,nan,nan,-1336.3047885293197,-3902.5930620092754,nan,nan,-593.7888858660249,3509.2935494810886,nan,nan,-8304.92641336547,1532.5666144279273,nan,nan,8558.06905,-558.44585,nan,nan,nan,nan,-1189.25724,-3625.22759,nan,nan,-487.85448,3312.0266,nan,nan,-8280.65183,1449.12544,nan,nan
38,0.38,8578.652049663215,-735.4590020614465,nan,nan,nan,nan,-1338.6297505219773,-3907.019635371674,nan,nan,-596.0886954246312,3513.7332427130746,nan,nan,-8306.501165819378,1537.3121549354892,nan,nan,8559.19869,-558.23358,nan,nan,nan,nan,-1187.36285,-3620.96105,nan,nan,-488.15024,3311.94352,nan,nan,-8281.41442,1448.23633,nan,nan
39,0.39,8579.11575850763,-740.4374530361584,nan,nan,nan,nan,-1340.951087213979,-3911.4481109516414,nan,nan,-598.3930484227027,3518.1705794436234,nan,nan,-8307.730590406425,1542.1586500798967,nan,nan,8559.04127,-557.93969,nan,nan,nan,nan,-1185.42893,-3616.60919,nan,nan,-488.74413,3310.8677,nan,nan,-8278.35529,1447.3411,nan,nan
40,0.4,8579.613235098737,-745.4126431874291,nan,nan,nan,nan,-1343.2674703540445,-3915.879179575396,nan,nan,-600.6623439555019,3522.625946744399,nan,nan,-8309.230390772123,1546.928408864474,nan,nan,8558.78025,-557.66445,nan,nan,nan,nan,-1183.39786,-3612.0915,nan,nan,-489.66663,3308.90316,nan,nan,-8274.83861,1446.50361,nan,nan
41,0.41000000000000003,8580.118488095291,-750.3870496253343,nan,nan,nan,nan,-1345.5792990453876,-3920.3126261017323,nan,nan,-602.883959620013,3527.105279712509,nan,nan,-8310.88583924407,1551.6464052990561,nan,nan,8558.93501,-557.54561,nan,nan,nan,nan,-1181.32575,-3607.55718,nan,nan,-490.14251,3308.7265,nan,nan,-8271.19281,1445.87848,nan,nan
42,0.42,8580.60776464927,-755.3630528863588,nan,nan,nan,nan,-1347.887314084867,-3924.7480591783933,nan,nan,-605.1160422756801,3531.5794061097254,nan,nan,-8312.677046532393,1556.3145501608037,nan,nan,8557.9947,-557.2513,nan,nan,nan,nan,-1179.24241,-3602.86887,nan,nan,-492.06248,3307.32291,nan,nan,-8268.51743,1445.0031,nan,nan
43,0.43,8581.14371731345,-760.3342453732533,nan,nan,nan,nan,-1350.1897106134284,-3929.186411375467,nan,nan,-607.2711750071444,3536.091102343934,nan,nan,-8314.512076949126,1560.965642867864,nan,nan,8560.30115,-557.14925,nan,nan,nan,nan,-1177.21362,-3598.21862,nan,nan,-492.98962,3306.21203,nan,nan,-8265.25614,1444.11622,nan,nan
44,0.44,8581.545128890373,-765.318106200555,nan,nan,nan,nan,-1352.4866056925182,-3933.627613126756,nan,nan,-609.417552840736,3540.606970167007,nan,nan,-8316.456147717026,1565.5722239047495,nan,nan,8559.08491,-556.84701,nan,nan,nan,nan,-1175.01074,-3593.55798,nan,nan,-494.00358,3305.08544,nan,nan,-8261.45365,1442.83674,nan,nan
45,0.45,8582.051985977148,-770.2923494488879,nan,nan,nan,nan,-1354.781986141507,-3938.069597885217,nan,nan,-611.5360209109178,3545.135997991565,nan,nan,-8318.506688819474,1570.1324082417223,-7079.83077,-3074.69515,8559.19266,-556.67726,nan,nan,nan,nan,-1173.01993,-3588.718,nan,nan,-495.05939,3303.97706,nan,nan,-8258.30507,1441.18633,-7079.83077,-3074.69515
46,0.46,8582.051985977148,-770.2923494488879,nan,nan,nan,nan,-1354.781986141507,-3938.069597885217,nan,nan,-611.5360209109178,3545.135997991565,nan,nan,-8318.506688819474,1570.1324082417223,-7079.83077,-3074.69515,8558.24834,-556.49741,nan,nan,nan,nan,-1170.88401,-3584.09161,nan,nan,-496.25006,3302.83681,nan,nan,-8254.24324,1439.79382,-7074.76476,-3079.66647
47,0.47000000000000003,8582.572701190638,-775.2651610948725,nan,nan,nan,nan,-1355.1185483366626,-3943.058257613921,nan,nan,-613.5971741794633,3549.6913955816294,nan,nan,-8320.724428285004,1574.6136616002177,-7084.820383148052,-3075.0172689730152,8557.41277,-556.16548,nan,nan,nan,nan,-1168.76672,-3579.48335,nan,nan,-497.11627,3302.47245,nan,nan,-8250.86083,1438.18964,-7071.50581,-3084.7361
48,0.48,8583.106020012781,-780.2366368349267,nan,nan,nan,nan,-1356.485345414681,-3947.867817442795,nan,nan,-615.6509513715205,3554.2501233915987,nan,nan,-8322.980226113763,1579.0758781072655,-7089.768191774656,-3074.296720713351,8558.29775,-556.24602,nan,nan,nan,nan,-1166.62015,-3574.80346,nan,nan,-498.37851,3301.37844,nan,nan,-8246.50597,1436.63875,-7067.08361,-3090.31332
49,0.49,8583.581967098784,-785.2139327243958,nan,nan,nan,nan,-1357.8129124702698,-3952.688353275347,nan,nan,-617.6649018726614,3558.8265852759537,nan,nan,-8325.338772040723,1583.484649036949,-7094.668853504925,-3073.304997664574,8557.43342,-556.11368,nan,nan,nan,nan,-1164.53782,-3570.24908,nan,nan,-500.03143,3299.45697,nan,nan,-8242.89086,1435.42527,-7065.82966,-3096.37856
50,0.5,8584.11011051722,-790.1859609352533,8977.60317,458.64084,nan,nan,-1359.087066577285,-3957.52328153868,nan,nan,-619.6271281111475,3563.4254621159002,nan,nan,-8327.74874819964,1587.865518233062,-7099.602446601675,-3072.4928036263677,8558.7978,-555.67538,8977.60317,458.64084,nan,nan,-1162.27805,-3565.69011,nan,nan,-501.26481,3298.24517,nan,nan,-8238.03261,1433.72689,-7062.46474,-3101.24779
51,0.51,8583.977363145033,-795.1841984381315,8977.60317,458.64084,nan,nan,-1360.6203049611038,-3962.282397008847,nan,nan,-621.5711518492667,3568.032063000026,nan,nan,-8330.254875220404,1592.1921020304474,-7104.470533254602,-3071.3518687730125,8558.53426,-555.7403,8977.78361,459.06912,nan,nan,-1160.20024,-3561.23549,nan,nan,-502.50379,3297.04875,nan,nan,-8233.73983,1431.7681,-7057.07707,-3107.14955
52,0.52,8584.440189796416,-800.1627315042836,8982.146688624836,456.55363169564384,nan,nan,-1361.9888255555752,-3967.0914667091643,nan,nan,-623.4871605236347,3572.650386371093,nan,nan,-8332.805070378181,1596.4928583194328,-7109.362521499489,-3070.3182097325725,8557.80674,-555.40872,8977.97306,458.51267,nan,nan,-1158.04944,-3556.81101,nan,nan,-503.31352,3296.54943,nan,nan,-8228.32858,1429.85977,-7054.99948,-3112.28001
53,0.53,8584.935578721625,-805.1381299619732,8986.773814711889,454.6589802304623,nan,nan,-1363.5701748246938,-3971.8348130478853,nan,nan,-625.3963355900364,3577.2715388859783,nan,nan,-8335.448384874318,1600.7370176560396,-7114.187399470026,-3069.006511379512,8559.19119,-555.16489,8977.14486,458.41713,nan,nan,-1155.98422,-3552.32941,nan,nan,-504.56313,3295.30115,nan,nan,-8223.90484,1428.04564,-7052.97391,-3117.93923
54,0.54,8585.360248128092,-810.1200629096563,8991.466221457229,452.9323306029232,nan,nan,-1365.1176359610017,-3976.5893229102808,nan,nan,-627.2671041419665,3581.908372398744,nan,nan,-8338.129119725187,1604.9576409108847,-7119.068225730097,-3067.9213685230134,8559.50092,-554.99885,8977.08589,458.58898,nan,nan,-1153.96077,-3547.96068,nan,nan,-505.85076,3294.03219,nan,nan,-8218.8219,1425.81724,-7046.98759,-3124.19434
55,0.55,8585.796292362715,-815.1010131629164,8996.116740824571,451.09584765609696,nan,nan,-1366.559640524457,-3981.376871639952,nan,nan,-629.1088074207643,3586.556826876618,nan,nan,-8340.869664761196,1609.139675452302,-7123.9010493564465,-3066.63925472284,8558.3075,-554.94096,8977.11459,458.84372,nan,nan,-1151.98132,-3543.43677,nan,nan,-507.16898,3292.74164,nan,nan,-8212.44073,1423.41506,-7045.57522,-3129.74655
56,0.56,8586.282084950451,-820.0773577612838,9000.731814450977,449.17202452939256,nan,nan,-1368.2893600677955,-3986.0681476179125,nan,nan,-630.9215039644465,3591.2166692817345,nan,nan,-8343.694347668184,1613.265347091559,-7128.6332287480345,-3065.024795616568,8559.07234,-554.83084,8977.34596,458.72793,nan,nan,-1149.91623,-3539.01729,nan,nan,-508.47909,3291.45852,nan,nan,-8207.46403,1421.12634,-7044.10524,-3135.89934
57,0.5700000000000001,8586.715666216782,-825.058523015066,9005.3589409224,447.2773740029201,nan,nan,-1370.0164406554707,-3990.7603957617853,nan,nan,-632.7063757811621,3595.8872401887966,nan,nan,-8346.545023053972,1617.373101933911,-7133.465079421849,-3063.7390199495258,8559.08316,-554.80424,8976.88046,459.19112,nan,nan,-1147.8939,-3534.59845,nan,nan,-509.84828,3290.1761,nan,nan,-8201.00848,1418.41657,-7039.78096,-3141.19669
58,0.58,8587.16009354247,-830.0387322829764,9009.959532657833,445.31917184689405,nan,nan,-1371.9421887987648,-3995.3746664613213,nan,nan,-634.462040820283,3600.568868139671,nan,nan,-8349.465653271207,1621.4314167484822,-7138.172450049979,-3062.0535936623733,8559.2745,-554.2874,8977.23106,458.54217,nan,nan,-1145.93603,-3530.13828,nan,nan,-511.54209,3288.09159,nan,nan,-8195.9771,1415.58411,-7037.68625,-3147.22642
59,0.59,8587.594015859508,-835.0198678385277,9014.61314238849,443.49053397275634,nan,nan,-1373.9449457896687,-3999.956037919235,nan,nan,-636.172335419474,3605.2672606715882,nan,nan,-8352.400727154467,1625.4792978361388,-7142.983425897688,-3060.69178920036,8558.44069,-554.05376,8978.39257,458.51355,nan,nan,-1143.98679,-3525.79579,nan,nan,-512.66677,3287.47757,nan,nan,-8189.88729,1412.6829,-7035.09377,-3153.00338
60,0.6,8588.058715364868,-839.9982264404886,9019.216250310647,441.5382539065291,nan,nan,-1376.0676337785899,-4004.483089465406,nan,nan,-637.8764775063067,3609.9678882624407,nan,nan,-8355.388899574213,1629.4881412591071,-7147.7050074615,-3059.046593912173,8559.7054,-554.02827,8978.35178,459.02048,nan,nan,-1142.06212,-3521.51388,nan,nan,-514.10261,3286.15576,nan,nan,-8183.41752,1409.3601,-7032.10389,-3158.75728
61,0.61,8588.463770281802,-844.9817924844242,9023.794567566109,439.5285247933553,nan,nan,-1378.1814886377401,-4009.014272272847,nan,nan,-639.5446067638666,3614.6814161110988,nan,nan,-8358.416501411775,1633.4672903029589,-7152.374481955541,-3057.258855690425,8558.47495,-553.54899,8978.26845,458.95908,nan,nan,-1140.31369,-3517.25431,nan,nan,-515.94598,3284.10957,nan,nan,-8177.41621,1405.97955,-7030.95523,-3164.86887
62,0.62,8588.92761810183,-849.9602305125466,9028.393685656363,437.56686407042565,nan,nan,-1380.2793491821062,-4013.5528823173863,nan,nan,-641.1665861221941,3619.4110231731242,nan,nan,-8361.469313168536,1637.4271312565552,-7157.078768211442,-3055.564839509116,8558.48313,-553.39801,8977.5401,458.73842,nan,nan,-1138.57323,-3513.17852,nan,nan,-517.1072,3283.46441,nan,nan,-8170.2627,1401.92187,-7027.63138,-3170.12886
63,0.63,8589.369827764807,-854.9406371840915,9033.023100059254,435.67781079264074,nan,nan,-1382.3594783036915,-4018.0996463136294,nan,nan,-642.7824774028542,3624.142713713416,nan,nan,-8364.56114494345,1641.356581125893,-7161.639910801998,-3053.5164307929126,8558.56345,-552.9737,8978.43383,458.87037,nan,nan,-1136.97496,-3509.10376,nan,nan,-518.6391,3282.14595,nan,nan,-8162.81919,1398.10144,-7026.69176,-3176.15264
64,0.64,8589.805720134265,-859.9216007296566,9037.61148518834,433.69117496612864,nan,nan,-1384.4099891636713,-4022.659844249367,nan,nan,-644.3616894781114,3628.8867720205367,nan,nan,-8367.692708517028,1645.2544407417124,-7166.168342347923,-3051.3966884185024,8558.90548,-552.60527,8977.17905,458.71251,nan,nan,-1135.42375,-3505.23504,nan,nan,-520.18931,3280.74102,nan,nan,-8155.20325,1393.69719,-7024.72407,-3181.72845
65,0.65,8590.228971486873,-864.90365435166,9042.245353993869,431.81307489074675,nan,nan,-1386.4172606335155,-4027.2392395420175,nan,nan,-645.910612163078,3633.640805940903,nan,nan,-8370.850155965296,1649.1313629245046,-7170.640326172767,-3049.1603162065644,8559.58395,-552.33931,8976.6443,459.04465,nan,nan,-1133.95854,-3501.33952,nan,nan,-521.75851,3279.30613,nan,nan,-8148.39503,1389.21388,-7023.39224,-3187.39686
66,0.66,8590.633291618018,-869.8872800630825,9046.861174271087,429.89104388984913,nan,nan,-1388.3344478683482,-4031.8570737861837,nan,nan,-647.4294296550015,3638.4045432789844,nan,nan,-8374.01935478314,1652.998684847098,-7175.1933554734915,-3047.093936718971,8559.61549,-552.08595,8976.00496,458.48856,nan,nan,-1132.44675,-3497.64233,nan,nan,-523.3681,3277.84091,nan,nan,-8140.06196,1384.48686,-7023.26268,-3193.63608
67,0.67,8591.044325855788,-874.8703565079487,9051.513701788435,428.05965433535096,nan,nan,-1389.7827384337495,-4035.96845924144,nan,nan,-648.9174475317927,3643.1779909636616,nan,nan,-8377.225601168853,1656.8353479954742,-7179.5388518962545,-3044.6207483234466,8558.59939,-551.95668,8977.69796,458.92883,nan,nan,-1130.92491,-3494.09448,nan,nan,-524.94682,3276.28933,nan,nan,-8132.00217,1379.50766,-7023.36323,-3199.68228
